93-Np-237(n,&gamma;) ENDF/B-VII.1
33.3725,97.3842
33.3988,107.964
33.421,110.982
33.4448,107.543
33.4715,96.4279
33.5149,68.8911
33.5523,45.0441
33.576,32.9146
33.5937,25.8923
33.6114,20.6064
33.6276,17.1982
33.6403,15.4271
33.653,14.3914
33.6657,14.0587
33.6807,14.5548
33.6958,16.0253
33.7108,18.5076
33.7289,22.903
33.7471,28.961
33.7684,38.067
33.801,55.5248
33.8504,83.1815
33.8797,94.4006
33.9064,98.0232
33.9334,94.5856
33.9647,83.1076
34.039,45.6084
34.0684,33.6754
34.0948,25.4338
34.12,19.4427
34.1456,14.8174
34.1721,11.1581
34.1961,8.62879
34.2172,6.9196
34.2384,5.59693
34.2597,4.62027
34.2832,3.86905
34.3083,3.36664
34.3283,3.13668
34.3548,3.0254
34.3727,3.0692
34.3953,3.2834
34.4123,3.59374
34.4321,4.17954
34.4491,4.94132
34.467,6.08938
34.4846,7.65708
34.5022,9.75673
34.5223,12.9069
34.5449,17.4638
34.5758,25.2017
34.6308,39.778
34.6569,44.5273
34.6848,46.4249
34.685,46.4251
34.7121,44.6617
34.7433,38.8953
34.8171,19.7082
34.8397,14.962
34.8585,11.8576
34.8763,9.64925
34.8927,8.22156
34.909,7.32377
34.9255,6.92493
34.9289,6.90469
34.9425,7.04024
34.9562,7.53489
34.9733,8.70467
34.9888,10.371
35.005,12.8057
35.0232,16.5188
35.0439,22.1338
35.0666,30.0259
35.1048,46.4239
35.1444,63.8006
35.1707,72.2508
35.1969,76.1264
35.2026,76.2551
35.2268,73.9095
35.2535,66.4838
35.297,47.9326
35.3363,30.6507
35.3614,21.7249
35.3816,16.0589
35.3992,12.2089
35.4169,9.27424
35.4323,7.34367
35.4475,5.90533
35.4626,4.82753
35.4808,3.89312
35.499,3.24053
35.5202,2.71932
35.5452,2.31509
35.5768,1.99163
35.6147,1.75034
35.6652,1.55584
35.7283,1.42147
35.807,1.35326
35.8333,1.34901
35.9185,1.39616
35.9825,1.51142
36.0214,1.64349
36.0565,1.84748
36.0828,2.10314
36.1047,2.43544
36.1267,2.94127
36.1468,3.62905
36.1643,4.47479
36.1819,5.61387
36.2019,7.35374
36.222,9.62885
36.2466,13.1747
36.2862,20.2675
36.3288,27.9422
36.3599,31.717
36.3853,32.7773
36.4101,31.8311
36.4392,28.52
36.5174,15.114
36.5415,11.7848
36.5616,9.70055
36.5816,8.28312
36.6016,7.51353
36.6196,7.34114
36.6376,7.62612
36.6602,8.56808
36.6847,10.2372
36.7228,13.7669
36.7819,19.4817
36.8282,22.3641
36.8701,24.4933
36.8952,27.0729
36.9142,30.6934
36.9302,35.452
36.9459,42.0587
36.9637,52.5726
36.9834,68.3508
37.0061,92.4142
37.0345,130.835
37.0947,222.476
37.1249,255.182
37.1531,266.997
37.1548,267.032
37.1812,257.554
37.2075,231.622
37.2519,165.788
37.292,105.24
37.3163,75.3107
37.3348,57.0975
37.3523,43.4084
37.3698,32.8467
37.3865,25.2184
37.4027,19.7421
37.4188,15.7105
37.435,12.7795
37.4505,10.7386
37.4703,8.91589
37.49,7.69508
37.5098,6.87485
37.5335,6.24382
37.5572,5.88398
37.5881,5.73362
37.6222,5.96681
37.6493,6.48255
37.6764,7.32562
37.7131,8.9965
37.7648,12.202
37.822,16.6505
37.8559,20.307
37.8792,23.8827
37.9028,28.9906
37.9259,36.074
37.9482,45.517
37.9725,59.3826
37.9976,78.5692
38.0248,105.431
38.0612,151.126
38.1233,238.382
38.1528,269.368
38.1816,283.145
38.187,283.502
38.2138,274.429
38.2414,247.76
38.2826,186.974
38.3288,115.07
38.3543,82.4594
38.3744,61.9611
38.3929,47.0973
38.4114,35.8153
38.4291,27.7126
38.4469,21.8143
38.4647,17.6239
38.4825,14.7142
38.5032,12.4884
38.5268,11.0227
38.5504,10.3566
38.5662,10.2691
38.5863,10.5561
38.6064,11.3491
38.6265,12.7932
38.6466,15.129
38.6634,18.0018
38.6818,22.441
38.7005,28.7452
38.7192,37.2792
38.738,48.4445
38.7609,66.0583
38.789,93.6158
38.8713,189.916
38.9046,217.01
38.9346,226.761
38.94,226.88
38.9735,217.158
39.0193,183.167
39.0657,144.664
39.0951,127.517
39.1234,119.205
39.1418,117.966
39.2243,127.376
39.2574,123.461
39.2863,112.5
39.3256,88.9378
39.3811,51.9577
39.4056,38.5149
39.4273,28.9998
39.4472,22.2434
39.4664,17.3325
39.4839,14.0387
39.4991,11.9134
39.5166,10.1869
39.537,8.92731
39.5588,8.29216
39.5733,8.21559
39.5967,8.62755
39.6188,9.63372
39.6409,11.3052
39.6635,13.8135
39.6882,17.6308
39.7137,22.9289
39.7423,30.6992
39.7778,43.0141
39.8603,76.4403
39.894,85.6897
39.923,88.298
39.95,85.4562
39.9842,75.204
40.0391,50.2141
40.0768,33.5079
40.1005,24.9219
40.1219,18.7573
40.1414,14.3652
40.161,11.0349
40.1797,8.67767
40.1984,6.9541
40.2171,5.71165
40.2388,4.7034
40.2601,4.02938
40.2844,3.50648
40.3088,3.15127
40.3452,2.80407
40.3817,2.5866
40.4511,2.36772
40.5134,2.30545
40.6032,2.37804
40.6705,2.55595
40.7347,2.84846
40.7974,3.29822
40.8497,3.86415
40.899,4.66336
40.9379,5.60988
40.969,6.73233
40.995,8.10854
41.0183,9.93059
41.039,12.2989
41.0572,15.2501
41.0748,19.2485
41.0912,24.3174
41.1075,31.1206
41.1238,40.1343
41.1412,52.7213
41.1599,70.3703
41.1806,95.7032
41.204,131.82
41.2351,191.149
41.2947,314.338
41.3248,358.891
41.3539,377.053
41.3578,377.317
41.387,362.651
41.4171,320.845
41.4742,204.389
41.5076,138.957
41.5317,100.424
41.5525,74.116
41.5717,55.1965
41.5888,42.2097
41.6059,32.3067
41.6222,25.1915
41.6386,19.8723
41.6549,15.9299
41.6736,12.6676
41.6932,10.2542
41.7159,8.31742
41.7418,6.81598
41.7677,5.77485
41.8018,4.81639
41.8425,4.02617
41.8914,3.37643
41.9476,2.88024
41.9947,2.61479
42.0418,2.48986
42.0477,2.487
42.0771,2.53388
42.1006,2.67206
42.1275,2.99509
42.1525,3.52678
42.1725,4.16588
42.1968,5.25463
42.2224,6.81457
42.2565,9.52341
42.3219,15.3998
42.3509,17.2781
42.3822,18.1071
42.3848,18.1112
42.4121,17.5483
42.4431,15.7202
42.5268,8.47643
42.5506,6.86059
42.5696,5.90969
42.5887,5.29714
42.6087,5.03299
42.6138,5.02878
42.6293,5.17066
42.6498,5.71483
42.6704,6.64441
42.6961,8.28242
42.7763,14.7517
42.8082,16.491
42.8357,16.9929
42.8669,16.2962
42.8998,14.303
42.9809,7.48319
43.0095,5.55907
43.0319,4.41894
43.0546,3.57224
43.0773,2.99988
43.0976,2.67259
43.124,2.43221
43.1646,2.29395
43.2356,2.24859
43.2833,2.30601
43.3127,2.47986
43.3355,2.76933
43.3546,3.17404
43.3736,3.79057
43.3911,4.60526
43.4085,5.72628
43.426,7.22448
43.4459,9.48606
43.4655,12.3509
43.4897,16.8187
43.5219,24.1847
43.5845,39.5435
43.6147,44.7313
43.6448,46.761
43.6468,46.7686
43.6752,45.1443
43.7045,40.4789
43.7554,28.2688
43.7968,18.3214
43.8217,13.421
43.8447,9.85904
43.8648,7.45389
43.883,5.80418
43.8992,4.67976
43.9161,3.79273
43.933,3.13953
43.9534,2.5906
43.9703,2.27951
43.9906,2.03503
44.0179,1.86907
44.0385,1.84045
44.0693,1.93143
44.1002,2.17636
44.1372,2.65889
44.2235,4.08168
44.2573,4.39897
44.2745,4.44603
44.3078,4.29521
44.3407,3.87556
44.4307,2.2842
44.4656,1.82153
44.4949,1.55341
44.5258,1.37432
44.5566,1.27567
44.6027,1.22814
44.6487,1.26376
44.6895,1.36453
44.7297,1.54768
44.773,1.85438
44.8666,2.70535
44.9095,2.93945
44.9331,2.97289
44.9794,2.84612
45.074,2.28905
45.1223,2.14344
45.1425,2.13022
45.1827,2.17959
45.226,2.32859
45.2838,2.67755
45.3242,3.07206
45.3589,3.60355
45.3878,4.30402
45.4121,5.20537
45.4334,6.35429
45.4546,7.98152
45.4759,10.2496
45.4972,13.3315
45.5195,17.6017
45.5418,23.0447
45.5727,32.4644
45.6492,59.3959
45.6867,68.6093
45.7193,71.6847
45.7242,71.7228
45.7617,69.0182
45.8184,61.5484
45.8412,60.6147
45.8661,62.466
45.8967,69.3525
45.941,86.4013
45.9958,108.434
46.0389,117.85
46.1137,123.998
46.1427,134.219
46.1678,152.307
46.1903,177.454
46.2199,223.588
46.299,377.102
46.3307,418.285
46.3572,430.315
46.389,413.901
46.4214,366.459
46.4849,228.934
46.5221,153.122
46.5461,113.55
46.5671,85.8224
46.5881,64.2271
46.6079,48.7975
46.6259,38.2282
46.6448,29.9656
46.6647,23.6693
46.6847,19.2112
46.7046,16.0656
46.729,13.4393
46.7543,11.6445
46.7796,10.4621
46.7999,9.81688
46.8405,9.08836
46.8709,8.93804
46.9035,9.15656
46.9372,9.92932
46.9654,11.2435
46.9879,13.0082
47.0075,15.348
47.0272,18.7611
47.0441,22.8578
47.061,28.379
47.0784,35.9948
47.0959,45.9896
47.1155,60.6265
47.137,81.2863
47.1616,111.477
47.1924,158.086
47.2643,277.455
47.2951,312.673
47.3258,326.374
47.3276,326.422
47.3568,315.38
47.3865,283.641
47.4343,206.928
47.48,131.019
47.5077,93.1875
47.5293,69.667
47.5499,52.0402
47.5683,39.7736
47.5868,30.4129
47.6053,23.4257
47.6215,18.8551
47.6384,15.2618
47.6582,12.2269
47.678,10.085
47.7022,8.27596
47.7292,6.93715
47.7607,5.90046
47.7966,5.10707
47.8415,4.44095
47.9075,3.82474
47.9735,3.46448
48.0401,3.28811
48.0627,3.27297
48.1203,3.39367
48.1573,3.67902
48.1881,4.13579
48.2166,4.81781
48.2468,5.88694
48.277,7.35721
48.3233,10.2829
48.3867,14.47
48.4303,16.3529
48.5245,17.9743
48.5547,19.6549
48.5793,22.3026
48.6042,26.4292
48.6329,33.1328
48.6816,47.9848
48.7366,64.5164
48.7748,71.3206
48.7972,72.5445
48.8291,70.5378
48.8669,63.2945
48.9397,42.0137
48.9834,29.7262
49.0173,22.0548
49.0448,17.2667
49.0711,13.8481
49.0975,11.4454
49.1229,9.92719
49.1479,9.03484
49.1769,8.55171
49.1979,8.46617
49.248,8.81586
49.308,9.86337
49.3581,11.3068
49.3936,12.9408
49.4236,15.0782
49.4462,17.4566
49.4662,20.4468
49.4862,24.6543
49.5062,30.6103
49.5237,37.8091
49.5427,48.4155
49.5612,62.4248
49.5797,80.9613
49.5982,104.838
49.6196,140.248
49.6435,190.575
49.674,270.57
49.7508,501.962
49.7844,574.98
49.8167,604.258
49.8203,604.604
49.8505,584.406
49.8871,511.884
49.9711,271.817
49.9986,207.892
50.0215,167.752
50.0398,145.114
50.0601,130.167
50.0752,126.147
50.0902,128.255
50.109,139.847
50.1283,162.634
50.1482,198.731
50.168,248.593
50.1921,328.4
50.2193,444.023
50.2618,667.341
50.3223,991.958
50.3564,1114.18
50.3862,1153.64
50.4187,1115.66
50.4488,1012.24
50.4949,773.176
50.5505,466.816
50.5804,332.284
50.6048,244.8
50.6272,182.287
50.6475,138.601
50.6679,105.479
50.6879,81.2361
50.7069,64.1874
50.7258,51.5505
50.7472,41.2132
50.7689,33.6953
50.7906,28.2429
50.8177,23.3483
50.8476,19.5324
50.8883,15.8972
50.9357,12.9715
50.9934,10.5031
51.0544,8.66417
51.1307,7.0528
51.2069,5.93413
51.2832,5.16691
51.3467,4.79964
51.3706,4.75711
51.4039,4.84174
51.4325,5.11314
51.4651,5.7543
51.4942,6.72779
51.5243,8.21536
51.5625,10.8086
51.6458,17.4986
51.6809,19.3375
51.7092,19.8351
51.7441,19.0938
51.7823,16.8479
51.8565,11.0718
51.8866,9.34818
51.9107,8.55977
51.9268,8.3903
51.9481,8.66676
51.9695,9.5757
51.9888,10.9862
52.009,13.0934
52.0343,16.6367
52.0696,23.0942
52.1423,38.1158
52.1787,43.2895
52.2122,44.941
52.2443,43.3807
52.2797,38.747
52.3474,27.417
52.3756,24.4151
52.3969,23.6449
52.4205,24.6393
52.4411,27.2867
52.4618,31.6489
52.4885,39.6827
52.5268,54.8873
52.5795,77.215
52.6152,88.0844
52.6492,91.8327
52.6796,88.8323
52.7113,79.9767
52.766,56.8223
52.809,38.4996
52.8361,29.1004
52.8586,23.001
52.8804,18.5869
52.9007,15.6698
52.921,13.7281
52.9428,12.4915
52.9678,11.8189
53.0564,11.1062
53.0981,10.0059
53.1552,7.55688
53.2108,5.07481
53.2442,3.90087
53.2757,3.07891
53.3045,2.55859
53.3276,2.27364
53.3506,2.08086
53.3807,1.93445
53.423,1.87346
53.4597,1.93268
53.4964,2.11712
53.527,2.42415
53.5515,2.83617
53.5729,3.38236
53.5943,4.17541
53.6141,5.20649
53.6344,6.63947
53.6546,8.54552
53.6774,11.3563
53.7027,15.3955
53.7331,21.5014
53.8191,41.9432
53.8525,47.6814
53.886,50.1274
53.8902,50.164
53.9234,48.3095
53.9548,43.5267
54.0454,24.0203
54.0737,19.4217
54.0982,16.7095
54.1213,15.2369
54.1444,14.698
54.1806,15.2137
54.2489,17.3845
54.2704,17.5935
54.3041,17.0349
54.3403,15.2503
54.397,10.9511
54.4447,7.31272
54.4748,5.46528
54.5,4.27039
54.5232,3.43621
54.545,2.86201
54.5705,2.40584
54.5924,2.16175
54.6142,2.02602
54.6366,1.98207
54.6617,2.04069
54.6868,2.22614
54.712,2.57533
54.7321,3.01443
54.7522,3.64355
54.7723,4.51711
54.7924,5.69598
54.8151,7.46145
54.8402,10.0457
54.8684,13.7556
54.9112,20.7562
54.9685,30.5483
55.0038,34.8104
55.038,36.4219
55.0399,36.4267
55.0722,35.136
55.1105,30.6982
55.2051,14.8574
55.2332,11.0045
55.2574,8.37992
55.2803,6.46234
55.3032,5.03936
55.3228,4.14984
55.3457,3.41828
55.3671,2.96323
55.3923,2.63195
55.4146,2.46916
55.4512,2.37824
55.4879,2.43649
55.5245,2.61452
55.5612,2.93026
55.5918,3.35016
55.6211,3.97416
55.6442,4.71493
55.6674,5.79302
55.6867,7.06271
55.7061,8.79849
55.7256,11.1865
55.7462,14.5839
55.7668,19.1164
55.7874,25.0163
55.8091,32.9026
55.8338,44.2204
55.8647,61.7949
55.9198,100.007
55.9812,141.985
56.0232,162.087
56.0656,170.83
56.0759,171.034
56.1172,164.526
56.1649,144.234
56.2297,102.862
56.2903,62.8957
56.3239,44.6743
56.3495,33.5902
56.3733,25.4311
56.3938,20.0347
56.4126,16.2337
56.4314,13.3625
56.4539,10.9087
56.4779,9.18749
56.5039,8.02897
56.541,7.07889
56.707,4.28961
56.7519,3.7848
56.812,3.40895
56.891,2.9633
56.9676,2.26731
57.0261,1.72695
57.0661,1.44718
57.099,1.2873
57.1334,1.18438
57.1804,1.13239
57.1867,1.13197
57.242,1.17978
57.363,1.4028
57.4009,1.42593
57.4618,1.3714
57.5934,1.10704
57.6522,1.05367
57.6718,1.04919
57.7558,1.09057
57.8395,1.21384
57.8951,1.3549
57.9368,1.51955
57.9715,1.73193
57.9994,1.99123
58.0252,2.3528
58.048,2.81822
58.0707,3.48706
58.0896,4.25802
58.1085,5.28283
58.1296,6.79862
58.1511,8.83458
58.1747,11.7444
58.2022,16.106
58.2355,22.7367
58.3294,44.2768
58.3698,50.7182
58.4102,53.5004
58.4203,53.6265
58.4728,51.6204
58.6302,39.4125
58.6834,32.7231
58.7851,16.5
58.8169,12.3524
58.8453,9.43345
58.8714,7.43228
58.8975,6.00821
58.9206,5.14795
58.9479,4.52141
58.9799,4.186
59.0012,4.14395
59.0332,4.30421
59.0651,4.73323
59.0971,5.51337
59.1243,6.60161
59.1475,8.00691
59.1673,9.72371
59.1871,12.0953
59.207,15.3388
59.2263,19.5767
59.2475,25.7568
59.2687,33.8775
59.2909,44.8183
59.3163,60.605
59.3488,85.7731
59.4327,161.212
59.4698,185.733
59.5049,195.786
59.5103,195.985
59.5439,189.104
59.5841,164.99
59.6757,87.3244
59.7042,68.317
59.7281,56.8746
59.7471,50.9784
59.7662,48.1595
59.7725,47.925
59.7915,49.3829
59.8105,54.1446
59.8296,62.2696
59.8523,76.3835
59.8782,98.0783
59.9162,138.892
59.986,220.967
60.0209,250.279
60.0558,262.399
60.0596,262.509
60.0949,252.047
60.1277,225.943
60.1847,159.213
60.2328,102.515
60.263,73.4754
60.2883,54.0793
60.3106,40.8395
60.33,31.8268
60.3494,24.8736
60.3688,19.6258
60.3879,15.8013
60.4094,12.7065
60.4309,10.5704
60.4524,9.12625
60.4739,8.18046
60.5062,7.42489
60.5277,7.26588
60.5586,7.4882
60.5868,8.24314
60.6104,9.42736
60.6339,11.3271
60.6551,13.8778
60.6763,17.4894
60.6975,22.457
60.7197,29.4645
60.7418,38.5663
60.7683,52.6134
60.7985,72.8417
60.8599,122.948
60.9056,157.898
60.9419,175.631
60.9698,180.018
61.0043,173.287
61.0365,156.23
61.0926,112.096
61.1399,73.9663
61.1697,54.0669
61.1948,40.6751
61.2159,31.8135
61.2369,25.0572
61.258,20.0785
61.2775,16.8064
61.296,14.7102
61.312,13.5703
61.332,12.9046
61.3414,12.8566
61.3652,13.4428
61.39,15.1138
61.415,17.9261
61.4405,22.0173
61.472,28.7778
61.5161,40.8164
61.5786,58.7771
61.6177,66.4696
61.6515,68.7757
61.6873,66.1706
61.7278,57.7697
61.8259,28.7025
61.8582,20.8841
61.886,15.6785
61.9113,12.1469
61.932,10.0235
61.9538,8.42352
61.9712,7.54726
61.9961,6.82064
62.0184,6.62171
62.0407,6.81574
62.0629,7.4108
62.0852,8.45588
62.1075,10.04
62.1315,12.4933
62.1554,15.919
62.1794,20.5512
62.2032,26.5688
62.2297,35.2684
62.2569,46.6669
62.2923,65.3505
62.3397,96.6043
62.4185,151.934
62.4572,170.923
62.4967,178.241
62.5359,171.585
62.5804,150.155
62.6503,108.458
62.684,95.4041
62.7071,91.591
62.7149,91.3615
62.7404,94.3369
62.766,102.584
62.8163,128.876
62.8702,157.008
62.9096,166.469
62.9159,166.691
62.948,161.888
62.9843,145.455
63.0362,109.066
63.0927,67.3435
63.1254,47.6656
63.1508,35.588
63.1734,27.2049
63.196,20.8946
63.214,17.1169
63.2321,14.2917
63.2507,12.2086
63.2697,10.7661
63.2888,9.87377
63.3174,9.27052
63.3355,9.19289
63.4289,9.70253
63.4741,9.36154
63.5223,8.32729
63.6001,6.25405
63.6343,5.7623
63.6428,5.72126
63.6669,5.82866
63.6923,6.35684
63.7177,7.37751
63.7436,8.97939
63.7708,11.2648
63.807,15.1563
63.8855,24.553
63.9238,27.7057
63.9598,28.7535
63.9922,27.866
64.0274,25.1393
64.0848,18.3779
64.1381,11.965
64.1691,8.95142
64.1977,6.77513
64.2216,5.40337
64.2443,4.43091
64.2707,3.62836
64.2971,3.10252
64.3273,2.74404
64.3548,2.57178
64.392,2.49082
64.4417,2.56205
64.4913,2.81151
64.5286,3.16652
64.5589,3.6407
64.5857,4.29178
64.608,5.08897
64.6304,6.22024
64.6527,7.81073
64.6751,10.0115
64.6978,13.0502
64.7208,17.1254
64.746,22.9578
64.7754,31.6431
64.8147,46.2248
64.8934,78.3909
64.9322,89.5176
64.9678,93.5295
64.9702,93.5546
65.0037,90.6359
65.0446,79.8867
65.1477,39.995
65.1784,30.4978
65.2042,24.3437
65.2256,20.5437
65.2502,17.6037
65.2672,16.4093
65.2841,15.8733
65.2926,15.8509
65.3096,16.3085
65.3308,17.8863
65.3521,20.7409
65.3733,25.1394
65.3943,31.3831
65.4159,40.2082
65.4375,52.0145
65.4581,66.5741
65.4811,87.0969
65.5079,117.099
65.5412,162.819
65.6333,306.996
65.6729,349.616
65.7099,363.669
65.7471,349.181
65.7867,306.236
65.8916,143.454
65.9236,102.737
65.9491,76.6938
65.9709,59.0801
65.9939,44.5302
66.0131,35.1855
66.0325,27.8777
66.0532,21.9849
66.0739,17.6462
66.0946,14.4859
66.1188,11.8875
66.1426,10.1469
66.1664,8.96262
66.1999,7.91651
66.2399,7.24564
66.396,6.06582
66.5111,4.80294
66.5681,4.43375
66.5959,4.38215
66.6449,4.4951
66.7367,5.16184
66.9,6.4455
66.949,7.09434
66.9898,8.04472
67.0204,9.19569
67.051,10.9743
67.0755,13.105
67.1,16.1928
67.1211,19.9438
67.1425,25.2117
67.164,32.4329
67.1854,42.1971
67.2078,55.7785
67.2292,72.7744
67.2542,98.3014
67.2822,134.814
67.3185,194.351
67.409,366.69
67.4495,421.996
67.4867,442.356
67.4902,442.526
67.5245,428.121
67.5614,384.001
67.6645,201.719
67.6949,159.294
67.7189,134.943
67.7381,121.677
67.7573,113.901
67.7744,111.359
67.8017,114.943
67.829,126.087
67.9275,185.763
67.9684,197.149
67.9757,197.454
68.01,191.379
68.0485,171.056
68.1063,124.273
68.1599,79.5541
68.192,57.3959
68.2197,42.1693
68.245,31.3946
68.2675,24.0713
68.29,18.547
68.3097,14.9133
68.331,12.0145
68.3522,9.93568
68.3735,8.4844
68.3948,7.51531
68.4203,6.85016
68.4479,6.63786
68.469,6.80554
68.4902,7.26666
68.5167,8.28847
68.5446,9.95848
68.5764,12.6326
68.6147,16.8845
68.6994,27.7556
68.7397,31.4286
68.7782,32.6973
68.8153,31.5001
68.8586,27.4688
68.9614,13.7993
68.9967,9.99625
69.026,7.56684
69.0508,6.02369
69.0756,4.89154
69.1007,4.09061
69.1219,3.62976
69.1475,3.27239
69.18,3.02662
69.242,2.86156
69.334,2.65523
69.4561,2.20367
69.5101,2.09578
69.5376,2.08058
69.6041,2.15467
69.6611,2.34127
69.7146,2.6448
69.7607,3.07243
69.7952,3.58245
69.8239,4.22952
69.8469,4.98121
69.8707,6.08751
69.8935,7.60094
69.913,9.38466
69.9326,11.7603
69.9521,14.8852
69.9746,19.6446
69.9975,26.0188
70.0225,35.0201
70.0506,47.9293
70.085,67.5833
70.184,132.874
70.2256,151.179
70.2603,156.447
70.2985,150.492
70.3423,130.941
70.4319,76.6836
70.4647,61.2175
70.4939,51.5921
70.5194,46.4298
70.5478,43.8278
70.562,43.529
70.6128,45.6345
70.6729,48.4781
70.6803,48.5163
70.7245,46.6734
70.7733,40.9871
70.8322,32.5258
70.8667,29.174
70.8891,28.4441
70.9123,29.3224
70.9356,32.2219
70.9607,37.9591
70.9846,46.2073
71.0133,59.8544
71.0464,80.5241
71.0987,121.011
71.174,180.515
71.2307,212.22
71.3016,232.289
71.3949,240.814
71.4581,232.591
71.5114,208.874
71.5695,166.039
71.6581,90.7878
71.6971,63.38
71.7268,46.7168
71.7529,35.0787
71.7773,26.5847
71.8016,20.0642
71.825,15.3567
71.8483,11.8575
71.8716,9.29583
71.895,7.43919
71.9211,5.96614
71.9472,4.93887
71.9771,4.12711
72.0144,3.45227
72.0552,2.96987
72.096,2.64542
72.1511,2.35807
72.2674,2.00571
72.504,1.29381
72.5761,1.15462
72.6386,1.09276
72.6699,1.08361
72.7389,1.12319
72.801,1.23326
72.918,1.50239
72.9676,1.54198
73.028,1.48197
73.1701,1.14145
73.2241,1.06978
73.2647,1.05436
73.3328,1.0978
73.3895,1.20699
73.4344,1.3721
73.4671,1.57376
73.4944,1.82994
73.5217,2.20804
73.5462,2.69619
73.5708,3.37323
73.5953,4.29157
73.6207,5.54989
73.6484,7.33405
73.6821,10.1207
73.728,14.8385
73.8055,23.3159
73.8488,26.6766
73.8937,28.2649
73.9142,28.4015
73.9626,28.1399
73.9968,28.5925
74.021,29.9199
74.0449,32.4767
74.0685,36.4643
74.0999,44.2821
74.1374,57.1434
74.227,93.5036
74.2719,105.939
74.3117,109.705
74.3521,106.225
74.4181,90.2719
74.4949,70.2518
74.5787,55.1431
74.6638,40.0397
74.7544,22.1683
74.7933,15.8615
74.8243,11.9685
74.8483,9.69936
74.8722,8.05005
74.896,6.9733
74.9151,6.47636
74.9413,6.24531
74.9703,6.48216
75.0044,7.22491
75.0858,9.54421
75.1307,10.2317
75.1432,10.2725
75.1821,9.93572
75.2263,8.78649
75.339,4.46401
75.3763,3.32408
75.4057,2.65098
75.4349,2.17454
75.46,1.90109
75.49,1.70536
75.528,1.6047
75.55,1.59285
75.618,1.61448
75.6756,1.56551
75.74,1.38656
75.818,1.11731
75.8621,1.02277
75.8901,1.00644
75.9249,1.04746
75.9598,1.16764
75.993,1.36318
76.0358,1.72823
76.1149,2.62062
76.184,3.34631
76.2921,4.17535
76.3361,4.76227
76.3755,5.63874
76.4177,6.99058
76.5117,10.5598
76.5549,11.6051
76.5896,11.864
76.6343,11.4574
76.7046,10.1674
76.7348,9.95316
76.7649,10.252
76.7904,11.0055
76.8243,12.7611
76.869,16.1514
76.9405,22.0577
76.9808,24.1335
77.0072,24.5704
77.0442,23.7929
77.0865,21.1188
77.157,14.3531
77.2064,9.71106
77.2381,7.29272
77.2663,5.61055
77.2907,4.51227
77.3151,3.71524
77.3357,3.24669
77.3538,2.96939
77.3778,2.75767
77.4098,2.69042
77.4419,2.78842
77.5678,3.54189
77.6501,3.73084
77.7626,3.89195
77.8312,4.23003
77.8708,4.65997
77.9014,5.25769
77.9249,5.98544
77.9489,7.09537
77.9713,8.60503
77.9948,10.8411
78.0178,13.8725
78.0407,17.9461
78.0626,22.9797
78.0866,29.9939
78.1146,40.2996
78.1506,56.8465
78.2191,95.1984
78.2771,125.856
78.3217,140.928
78.359,144.958
78.4008,139.553
78.449,122.424
78.5758,58.0846
78.6165,41.1196
78.649,30.3456
78.6775,22.9638
78.705,17.5055
78.7313,13.6134
78.7518,11.364
78.7752,9.50366
78.7943,8.47356
78.8133,7.83124
78.8381,7.53316
78.8548,7.66923
78.874,8.17871
78.898,9.41348
78.9172,10.9664
78.9363,13.1259
78.9579,16.4269
78.9819,21.4006
79.006,28.0481
79.0326,37.5271
79.0632,51.4467
79.1018,73.33
79.1941,132.35
79.2392,152.446
79.2784,158.801
79.2797,158.807
79.3176,153.184
79.3605,134.885
79.4367,86.4595
79.485,57.0337
79.5172,41.1315
79.5442,30.5348
79.57,22.6003
79.5923,17.3453
79.6151,13.2409
79.635,10.5241
79.655,8.46444
79.6778,6.7411
79.701,5.50547
79.7265,4.58525
79.752,3.97899
79.7816,3.53149
79.8214,3.18161
79.9014,2.82296
79.9887,2.60325
80.002,2.59741
80.0438,2.68766
80.0724,2.88967
80.1023,3.27753
80.1323,3.89523
80.1621,4.78159
80.1966,6.17879
80.238,8.39162
80.2939,12.124
80.4044,20.8795
80.559,34.6518
80.6096,37.2085
80.6298,37.4241
80.6753,35.85
80.7167,32.0287
80.7819,23.1218
80.841,14.81
80.8769,10.6632
80.9072,7.88912
80.9338,6.0054
80.9576,4.71505
80.9813,3.74083
81.0051,3.02585
81.0259,2.56982
81.0496,2.19884
81.0793,1.90283
81.1149,1.72072
81.1443,1.67453
81.1746,1.71237
81.205,1.84576
81.2353,2.10346
81.2606,2.44835
81.2859,2.95323
81.3128,3.71629
81.3391,4.75166
81.3654,6.12684
81.395,8.12992
81.4317,11.2939
81.4944,17.978
81.549,23.6981
81.5936,26.9053
81.6353,27.9407
81.6766,26.9503
81.7332,23.3022
81.7777,20.1631
81.8172,18.5197
81.8309,18.382
81.8585,18.9529
81.8863,20.7913
81.9165,24.2308
81.9572,30.8857
82.0488,48.171
82.0925,53.2334
82.1215,54.2607
82.1587,52.6034
82.2034,46.7493
82.3219,24.0006
82.3599,18.0982
82.396,13.7767
82.4301,10.7271
82.4611,8.65135
82.4927,7.0636
82.5262,5.79963
82.5613,4.82302
82.6003,4.04873
82.6324,3.61251
82.6805,3.23261
82.7286,3.11858
82.7823,3.24041
82.8365,3.60702
82.8798,4.1225
82.9177,4.83593
82.9502,5.77497
82.9786,6.99625
83.003,8.48908
83.0273,10.5655
83.0517,13.4344
83.0746,17.0973
83.099,22.2535
