95-Am-242(n,&gamma;) ENDF/B-VII.1
187500.0,0.181741
212500.0,0.168482
274441.0,0.143677
400000.0,0.10616
512500.0,0.0809495
600000.0,0.0671381
700000.0,0.0562411
825000.0,0.046588
925000.0,0.0408682
1000000.0,0.0375601
1250000.0,0.0303087
1500000.0,0.025008
1750000.0,0.020926
2200000.0,0.015297
2550000.0,0.0117682
2850000.0,0.00936485
3062500.0,0.00799012
3312500.0,0.00666727
3562500.0,0.00563783
3812500.0,0.00483835
4062500.0,0.00421635
4375000.0,0.00363605
4750000.0,0.003128
5250000.0,0.0026812
5750000.0,0.0023967
6250000.0,0.00223665
6750000.0,0.0021459
7500000.0,0.0021022
9750000.0,0.0021607
1.2375E7,0.00204955
1.6E7,0.0018167
2.0E7,0.0017112
