91-Pa-231(n,total fission) ENDF/B-VII.1
95.1838,0.00319515
95.2123,0.00433981
95.2449,0.00600476
95.2807,0.00827753
95.3437,0.0131282
95.4262,0.0195128
95.4835,0.0225728
95.5467,0.0241054
95.5955,0.0243336
95.7365,0.0234438
95.7993,0.0217174
95.8558,0.0188006
95.996,0.00893739
96.0358,0.00663685
96.0703,0.00504002
96.1049,0.00381007
96.1362,0.00297234
96.1676,0.00235289
96.199,0.00190258
96.2357,0.00153251
96.2723,0.0012769
96.3141,0.00107414
96.3665,9.00475E-4
96.4292,7.56864E-4
96.5077,6.30512E-4
96.6019,5.22144E-4
96.7222,4.23242E-4
96.8687,3.37916E-4
97.0257,2.7176E-4
97.2141,2.12855E-4
97.4296,1.61631E-4
97.698,1.11344E-4
98.0165,6.11003E-5
98.1809,3.80163E-5
98.2425,3.1286E-5
98.2733,2.92218E-5
98.2939,2.87638E-5
98.3144,2.94401E-5
98.3324,3.13631E-5
98.3517,3.53715E-5
98.3671,4.05517E-5
98.3825,4.80635E-5
98.3992,5.96269E-5
98.4146,7.43792E-5
98.43,9.41315E-5
98.4454,1.20166E-4
98.4608,1.54011E-4
98.4782,2.03666E-4
98.4955,2.68447E-4
98.5128,3.51748E-4
98.5327,4.75138E-4
98.5533,6.39925E-4
98.5738,8.49724E-4
98.5969,0.00114808
98.6216,0.00154815
98.6524,0.00217662
98.6894,0.00311765
98.7541,0.00512076
98.823,0.00719898
98.8692,0.00812097
98.9123,0.00840775
98.9575,0.00805546
98.9986,0.00723615
99.0849,0.00474216
99.1409,0.00318906
99.1787,0.00234695
99.2095,0.00180321
99.2403,0.00138209
99.2711,0.00106746
99.2962,8.76344E-4
99.3251,7.12372E-4
99.354,5.94461E-4
99.3886,4.96097E-4
99.4291,4.20389E-4
99.4753,3.64494E-4
99.5369,3.16965E-4
99.6191,2.76788E-4
99.7219,2.44526E-4
99.8471,2.19866E-4
99.9762,2.05287E-4
100.148,1.99103E-4
100.319,2.08503E-4
100.432,2.26652E-4
100.518,2.50083E-4
100.603,2.87428E-4
100.667,3.31577E-4
100.718,3.85938E-4
100.763,4.60019E-4
100.795,5.39719E-4
100.824,6.4694E-4
100.854,8.0231E-4
100.88,9.9099E-4
100.905,0.00125087
100.931,0.00160564
100.955,0.00205286
100.981,0.00267437
101.009,0.0035805
101.039,0.00481565
101.073,0.00661694
101.116,0.00950011
101.232,0.0184324
101.278,0.0209087
101.322,0.0219081
101.327,0.0219179
101.369,0.0211952
101.41,0.019208
101.473,0.0145047
101.549,0.0085481
101.589,0.00597605
101.62,0.00435679
101.647,0.0032184
101.673,0.00239439
101.696,0.00180589
101.72,0.00135188
101.741,0.00103528
101.763,7.92514E-4
101.784,6.08349E-4
101.805,4.69773E-4
101.826,3.66014E-4
101.846,2.95246E-4
101.867,2.35479E-4
101.888,1.90513E-4
101.914,1.50628E-4
101.939,1.21587E-4
101.969,9.71126E-5
101.999,7.96559E-5
102.032,6.61385E-5
102.062,5.78032E-5
102.093,5.27449E-5
102.124,5.07402E-5
102.156,5.22314E-5
102.184,5.70598E-5
102.212,6.60943E-5
102.237,7.86139E-5
102.262,9.70802E-5
102.283,1.19417E-4
102.305,1.49982E-4
102.326,1.91682E-4
102.345,2.41221E-4
102.364,3.06164E-4
102.383,3.90926E-4
102.402,5.00931E-4
102.421,6.42666E-4
102.44,8.23736E-4
102.462,0.00109625
102.484,0.0014492
102.506,0.00189863
102.531,0.00255061
102.56,0.0034849
102.591,0.00479404
102.633,0.00695285
102.757,0.0145897
102.805,0.016679
102.85,0.0174677
102.855,0.0174719
102.898,0.0168465
102.943,0.0150382
103.022,0.0103916
103.083,0.00676219
103.123,0.00481638
103.154,0.00363663
103.183,0.00278074
103.209,0.00219862
103.231,0.0018089
103.254,0.00152656
103.271,0.0013776
103.297,0.00124927
103.314,0.0012232
103.34,0.00126959
103.366,0.00141744
103.391,0.00166796
103.421,0.0020843
103.451,0.00263781
103.493,0.00365767
103.611,0.00696222
103.657,0.00786705
103.702,0.00820503
103.704,0.00820556
103.747,0.0079228
103.791,0.00713585
103.863,0.00516158
103.93,0.00324863
103.972,0.00230418
104.004,0.00171196
104.033,0.00129806
104.062,9.7924E-4
104.088,7.63637E-4
104.114,5.96578E-4
104.141,4.70056E-4
104.168,3.77841E-4
104.195,3.10935E-4
104.227,2.54984E-4
104.257,2.18937E-4
104.29,1.90751E-4
104.316,1.76693E-4
104.35,1.66476E-4
104.366,1.65278E-4
104.391,1.69297E-4
104.417,1.82272E-4
104.442,2.0757E-4
104.463,2.41543E-4
104.484,2.91247E-4
104.504,3.59208E-4
104.524,4.52003E-4
104.545,5.76061E-4
104.565,7.38712E-4
104.588,9.74541E-4
104.61,0.0012796
104.635,0.0017122
104.663,0.00232559
104.695,0.00320352
104.736,0.0046133
104.862,0.00979231
104.912,0.011182
104.957,0.0116065
105.004,0.0111432
105.056,0.00967092
105.182,0.00471567
105.224,0.00332774
105.258,0.00246637
105.289,0.001853
105.319,0.00140994
105.347,0.00109112
105.375,8.55441E-4
105.403,6.83842E-4
105.431,5.59889E-4
105.465,4.5631E-4
105.502,3.78032E-4
105.54,3.24727E-4
105.593,2.73709E-4
105.648,2.39168E-4
105.714,2.11363E-4
105.78,1.95882E-4
105.813,1.93455E-4
105.863,2.00033E-4
105.895,2.15032E-4
105.923,2.39729E-4
105.948,2.75116E-4
105.973,3.28986E-4
105.995,3.97218E-4
106.017,4.92025E-4
106.039,6.21632E-4
106.061,7.95882E-4
106.083,0.00102614
106.105,0.00132495
106.129,0.0017501
106.156,0.00236025
106.183,0.0031339
106.216,0.00433127
106.258,0.00619518
106.371,0.0120838
106.419,0.0139572
106.466,0.0147574
106.474,0.0147796
106.516,0.0143141
106.559,0.0129875
106.628,0.00963605
106.702,0.00590557
106.744,0.0041729
106.777,0.00310127
106.806,0.00236006
106.835,0.00178846
106.862,0.00139397
106.889,0.00108396
106.917,8.57502E-4
106.945,6.93882E-4
106.977,5.62184E-4
107.01,4.67905E-4
107.049,3.91519E-4
107.095,3.32299E-4
107.161,2.76886E-4
107.235,2.34937E-4
107.346,1.91255E-4
107.483,1.53814E-4
107.652,1.21186E-4
107.85,9.33112E-5
108.064,7.03196E-5
108.305,4.9633E-5
108.546,3.25581E-5
108.748,2.05403E-5
108.891,1.33458E-5
108.987,9.3672E-6
109.056,7.04461E-6
109.112,5.61167E-6
109.152,4.89376E-6
109.183,4.54261E-6
109.215,4.42707E-6
109.246,4.57763E-6
109.276,5.0329E-6
109.304,5.75093E-6
109.331,6.8215E-6
109.359,8.32078E-6
109.385,1.02952E-5
109.412,1.28908E-5
109.441,1.67021E-5
109.468,2.13426E-5
109.494,2.75452E-5
109.518,3.49987E-5
109.542,4.49517E-5
109.562,5.58827E-5
109.582,7.00737E-5
109.604,9.07644E-5
109.624,1.15778E-4
109.644,1.48664E-4
109.663,1.91853E-4
109.683,2.48372E-4
109.703,3.21913E-4
109.725,4.27722E-4
109.747,5.66284E-4
109.769,7.45317E-4
109.793,9.96693E-4
109.817,0.00131756
109.845,0.00179414
109.875,0.0024521
109.909,0.00337827
109.95,0.00477153
110.016,0.00746013
110.159,0.0135868
110.271,0.0174269
110.349,0.0190551
110.383,0.0192353
110.442,0.0184529
110.498,0.0163337
110.575,0.0119052
110.654,0.00721886
110.694,0.00522249
110.731,0.00377171
110.763,0.00279088
110.792,0.00209944
110.817,0.00163956
110.845,0.00125339
110.869,0.00100455
110.897,7.88379E-4
110.925,6.32245E-4
110.955,5.12617E-4
110.988,4.20841E-4
111.025,3.4779E-4
111.072,2.85138E-4
111.128,2.33249E-4
111.193,1.89785E-4
111.279,1.4762E-4
111.368,1.14951E-4
111.466,8.7689E-5
111.554,6.96782E-5
111.609,6.18759E-5
111.645,5.88088E-5
111.664,5.81841E-5
111.7,5.95888E-5
111.73,6.45294E-5
111.753,7.22544E-5
111.777,8.48953E-5
111.799,1.02896E-4
111.82,1.2833E-4
111.839,1.60245E-4
111.859,2.03383E-4
111.878,2.6095E-4
111.897,3.3681E-4
111.916,4.35543E-4
111.937,5.74717E-4
111.958,7.62597E-4
111.982,0.00102848
112.006,0.00136985
112.033,0.00187897
112.062,0.00255557
112.096,0.00355499
112.14,0.00516708
112.254,0.00980843
112.304,0.0112686
112.352,0.0118238
112.355,0.0118274
112.398,0.011461
112.442,0.0103782
112.511,0.00777464
112.587,0.00477488
112.628,0.00343428
112.662,0.00253688
112.692,0.00190976
112.721,0.00143365
112.747,0.0011084
112.774,8.59296E-4
112.8,6.7124E-4
112.826,5.30654E-4
112.852,4.26049E-4
112.882,3.40012E-4
112.913,2.74504E-4
112.944,2.29777E-4
112.969,2.04692E-4
113.003,1.83768E-4
113.024,1.79684E-4
113.044,1.82418E-4
113.064,1.93109E-4
113.09,2.19982E-4
113.112,2.59808E-4
113.135,3.17604E-4
113.161,4.06849E-4
113.187,5.33478E-4
113.214,6.97956E-4
113.247,9.57581E-4
113.288,0.00137081
113.417,0.00290209
113.47,0.00333584
113.516,0.00347929
113.521,0.00347948
113.562,0.00337364
113.606,0.0030632
113.679,0.00229438
113.755,0.00147755
113.8,0.00108012
113.838,8.23773E-4
113.871,6.57113E-4
113.905,5.25102E-4
113.939,4.30622E-4
113.973,3.65376E-4
114.013,3.17289E-4
114.047,2.95092E-4
114.081,2.8854E-4
114.114,2.97626E-4
114.147,3.25514E-4
114.181,3.77612E-4
114.21,4.49945E-4
114.24,5.52997E-4
114.269,6.92731E-4
114.304,9.08639E-4
114.343,0.00122636
114.393,0.00174201
114.494,0.00286142
114.542,0.00324628
114.591,0.00340737
114.595,0.0034084
114.642,0.00328083
114.692,0.00289506
114.776,0.0019374
114.835,0.00127287
114.871,9.466E-4
114.902,7.27001E-4
114.929,5.84454E-4
114.948,5.1223E-4
114.969,4.62398E-4
114.99,4.45255E-4
115.01,4.61145E-4
115.027,5.0221E-4
115.047,5.8593E-4
115.067,7.13442E-4
115.087,8.91421E-4
115.109,0.00116424
115.132,0.00152278
115.157,0.00204589
115.185,0.00279601
115.217,0.00386823
115.253,0.00540305
115.302,0.00798752
115.399,0.0134997
115.452,0.0156979
115.5,0.0165771
115.508,0.0165982
115.555,0.0160432
115.611,0.0141085
115.711,0.00966816
115.743,0.00866285
115.78,0.00799369
115.798,0.00788641
115.833,0.00811798
115.865,0.00878964
115.918,0.0106371
116.01,0.0142273
116.061,0.0153273
116.082,0.0154372
116.129,0.0149129
116.184,0.0130722
116.325,0.0061852
116.369,0.0044008
116.405,0.00329695
116.436,0.00251573
116.468,0.00192179
116.496,0.00153071
116.524,0.0012361
116.554,0.00100351
116.584,8.34991E-4
116.62,6.92211E-4
116.656,5.92763E-4
116.704,5.01339E-4
116.769,4.18501E-4
116.842,3.54964E-4
116.915,3.09601E-4
116.987,2.78166E-4
117.0,2.73627E-4
117.0,0.00364538
139.877,0.00330543
150.0,0.003155
179.329,0.00289573
200.0,0.002713
239.106,0.00250769
285.858,0.00226224
300.0,0.002188
358.659,0.00203519
428.788,0.00185251
500.0,0.001667
597.765,0.00153062
700.0,0.001388
836.871,0.00127485
1000.0,0.00114
1195.53,0.00110676
1429.29,0.00106702
1500.0,0.001055
1793.3,0.00106732
2000.0,0.001076
2391.06,9.87503E-4
2858.58,8.81702E-4
3000.0,8.497E-4
3586.59,8.75745E-4
4287.88,9.06882E-4
5000.0,9.385E-4
5977.65,9.41677E-4
7000.0,9.45E-4
8368.71,9.35487E-4
9000.0,9.311E-4
10759.8,9.25357E-4
12863.6,9.18491E-4
15378.9,9.10282E-4
18385.9,9.00468E-4
20000.0,8.952E-4
23910.6,8.89295E-4
28585.8,8.82235E-4
34175.2,8.73795E-4
40000.0,8.65E-4
47821.2,9.01838E-4
57171.7,9.45879E-4
60000.0,9.592E-4
78024.2,0.0010158
78024.2,0.00101579
80000.0,0.00102206
100000.0,0.00181993
120000.0,0.00183003
140000.0,0.00215218
144000.0,0.00253216
147000.0,0.00302544
150000.0,0.00409824
152000.0,0.00588228
153000.0,0.00775045
154000.0,0.0115257
155000.0,0.0219487
157000.0,0.0584963
158008.0,0.0248345
160000.0,0.0114038
165000.0,0.00652301
166000.0,0.00637466
169984.0,0.00686012
172000.0,0.0120309
173875.0,0.00999625
177000.0,0.00855244
180094.0,0.0149426
188000.0,0.0193773
200375.0,0.0134203
211250.0,0.00945125
220000.0,0.00675882
240000.0,0.0064315
259688.0,0.00948355
270000.0,0.0139415
280000.0,0.0230958
295375.0,0.0658244
301000.0,0.0909175
305500.0,0.0818
310000.0,0.0757179
314000.0,0.0798135
320000.0,0.0743308
324000.0,0.0833977
333750.0,0.0691437
340000.0,0.0587521
360000.0,0.0373923
365000.0,0.0352583
370062.0,0.0589913
371000.0,0.0678043
374938.0,0.0450127
380000.0,0.0375264
395000.0,0.0412825
410000.0,0.0436945
440000.0,0.0837921
510000.0,0.389485
540000.0,0.423206
560000.0,0.475692
570000.0,0.483781
585000.0,0.426075
600000.0,0.352813
610000.0,0.33291
621250.0,0.337625
655000.0,0.39565
680000.0,0.405796
700000.0,0.395204
720000.0,0.400704
740000.0,0.42371
775000.0,0.5275
810000.0,0.637403
820000.0,0.679688
860000.0,0.761579
870000.0,0.744211
880000.0,0.746297
950000.0,0.711405
990000.0,0.7329
1100000.0,0.816698
1250000.0,0.8812
1550000.0,0.96215
1750000.0,1.0135
2100000.0,1.03
2744410.0,0.990074
4391060.0,0.84436
5000000.0,0.803501
5700000.0,0.783805
6006250.0,0.889323
6700000.0,1.3605
7100000.0,1.599
7400000.0,1.73699
8000000.0,1.823
1.05E7,1.4975
1.25E7,1.317
1.3E7,1.284
1.4E7,1.31
1.6E7,1.633
1.7E7,1.729
1.8E7,1.733
2.0E7,1.699
2.35E7,1.958
2.5E7,1.986
2.9E7,1.876
3.2E7,2.002
3.5E7,2.1125
4.3E7,2.159
5.0E7,2.152
5.4E7,2.155
6.0E7,2.132
