95-Am-243(n,total fission) ENDF/B-VII.1
45.1665,0.141507
45.1916,0.198324
45.2242,0.289871
45.2818,0.465934
45.3129,0.536694
45.342,0.567958
45.3498,0.569457
45.3781,0.549845
45.4072,0.493375
45.4533,0.358924
45.4969,0.227797
45.5229,0.163125
45.5455,0.11855
45.5656,0.087738
45.5836,0.0663775
45.6009,0.0507258
45.6167,0.0398273
45.6325,0.0315263
45.6483,0.025265
45.6663,0.0200004
45.6834,0.0163894
45.7009,0.013657
45.721,0.0113852
45.746,0.00938457
45.7736,0.00785097
45.8112,0.00640789
45.8563,0.00522723
45.9115,0.00423669
45.9716,0.00348617
46.0447,0.0028503
46.1222,0.00237792
46.2126,0.00198865
46.3137,0.00168292
46.4266,0.00144349
46.5395,0.00127374
46.6871,0.00112083
46.8739,0.00100072
47.1143,9.26595E-4
47.2516,9.15654E-4
47.5034,9.50959E-4
47.71,0.00104186
47.8731,0.00116818
48.0379,0.00136922
48.1856,0.00164867
48.3117,0.00200884
48.4161,0.00244648
48.5027,0.00296464
48.5835,0.00365026
48.6509,0.00446256
48.7115,0.00549191
48.7568,0.00655667
48.7962,0.00780842
48.8314,0.00933844
48.8653,0.0114355
48.8936,0.0139983
48.9162,0.0169545
48.9365,0.0207012
48.9545,0.0253209
48.9726,0.0316752
48.9902,0.0402248
49.0072,0.0513426
49.0242,0.0661738
49.0411,0.0856868
49.0577,0.110282
49.0758,0.14444
49.0969,0.195241
49.1221,0.272095
49.1532,0.390138
49.2216,0.677225
49.2558,0.779422
49.2872,0.816397
49.2896,0.816614
49.3192,0.788533
49.3544,0.690197
49.4449,0.317767
49.4725,0.224689
49.4931,0.169116
49.5112,0.12996
49.5297,0.0984517
49.5468,0.0758978
49.5639,0.0586166
49.581,0.045585
49.5967,0.0365558
49.6143,0.0290072
49.6319,0.0234803
49.652,0.0189291
49.6751,0.0152719
49.6965,0.0128865
49.7269,0.0104862
49.7635,0.00852618
49.8062,0.00694129
49.8576,0.00560986
49.9124,0.0045992
49.976,0.00375369
50.0474,0.00307015
50.1335,0.00248226
50.2333,0.00200301
50.3428,0.00163234
50.4739,0.0013214
50.6207,0.00107942
50.7552,9.19961E-4
50.9307,7.69692E-4
51.1602,6.35658E-4
51.4077,5.40144E-4
51.6393,4.79964E-4
51.9745,4.25438E-4
52.342,3.96497E-4
52.5805,3.91423E-4
52.9872,4.06583E-4
53.334,4.47444E-4
53.6469,5.15871E-4
53.8993,6.04906E-4
54.1268,7.26719E-4
54.312,8.72222E-4
54.485,0.00106849
54.6394,0.00132284
54.7656,0.00161951
54.883,0.00201083
54.9809,0.00247133
55.067,0.0030365
55.1473,0.00377652
55.2197,0.00472873
55.2745,0.00573748
55.3277,0.00710402
55.373,0.00877768
55.4096,0.0107338
55.4413,0.0132213
55.4666,0.016128
55.4888,0.0197614
55.5098,0.0246151
55.5275,0.0303054
55.5453,0.0379974
55.563,0.0483662
55.5808,0.0622328
55.5983,0.0802514
55.6178,0.106685
55.6374,0.141136
55.6579,0.187368
55.6823,0.25662
55.7117,0.360847
55.801,0.732474
55.8375,0.83607
55.8698,0.867921
55.9035,0.833101
55.9349,0.745206
55.9897,0.520688
56.0349,0.334627
56.0628,0.240228
56.0851,0.179455
56.1064,0.133551
56.1262,0.100511
56.1445,0.0770442
56.1628,0.0591595
56.181,0.0457489
56.1998,0.0355788
56.2175,0.0285058
56.2378,0.0226373
56.2556,0.0188984
56.2791,0.0153304
56.3013,0.0129248
56.333,0.0105048
56.371,0.00853046
56.4154,0.00693893
56.4687,0.00560005
56.522,0.00463554
56.5905,0.00373652
56.6704,0.00299292
56.7579,0.00241405
56.8594,0.00193628
56.9761,0.00154812
57.0978,0.00125925
57.2434,0.00101241
57.3968,8.25968E-4
57.5835,6.63782E-4
57.7812,5.41653E-4
57.9986,4.4471E-4
58.2655,3.59746E-4
58.5818,2.89414E-4
58.9425,2.3378E-4
59.3507,1.89961E-4
59.8293,1.5427E-4
60.397,1.25072E-4
61.0673,1.01458E-4
61.7599,8.44181E-5
62.6771,6.86632E-5
63.7211,5.63209E-5
64.9931,4.59337E-5
66.4863,3.7516E-5
68.2927,3.04719E-5
70.446,2.46655E-5
73.0213,1.98574E-5
76.0094,1.59778E-5
79.465,1.28342E-5
83.512,1.02482E-5
88.1367,8.16928E-6
93.3544,6.51066E-6
99.2967,5.17114E-6
105.945,4.10648E-6
113.416,3.25458E-6
121.702,2.5807E-6
130.895,2.04591E-6
141.23,1.61619E-6
152.69,1.2761E-6
165.32,1.0082E-6
179.234,7.96863E-7
194.508,6.30463E-7
211.58,4.9716E-7
230.416,3.91963E-7
249.993,3.13343E-7
250.0,3.13331E-7
250.0,0.128047
298.883,0.116003
300.0,0.115728
358.659,0.105646
400.0,0.0985405
478.212,0.0894393
500.0,0.0869039
597.765,0.0785682
600.0,0.0783777
700.0,0.0717976
800.0,0.066529
900.0,0.0621932
1000.0,0.058548
1195.53,0.0530395
1250.0,0.0515049
1494.41,0.0464937
1500.0,0.0463792
1793.3,0.0422383
2000.0,0.03932
2391.06,0.0356439
2500.0,0.0346199
2988.82,0.0313045
3000.0,0.0312287
3586.59,0.0285203
4000.0,0.0266115
4782.12,0.0242417
5000.0,0.0235815
5977.65,0.0214719
6000.0,0.0214237
7000.0,0.0198013
8000.0,0.0185331
9000.0,0.0175123
10000.0,0.0166715
11955.3,0.0154387
12500.0,0.0150952
14944.1,0.0140152
15000.0,0.0139906
17932.9,0.0131315
20000.0,0.0125261
23910.6,0.0117849
25000.0,0.0115784
29888.2,0.0109141
30000.0,0.0108989
35865.9,0.010345
40000.0,0.00995464
42375.1,0.00978007
42375.1,0.0103496
47500.0,0.010015
57500.0,0.0099
85000.0,0.0103
90000.0,0.01029
105000.0,0.0105
110000.0,0.0104957
160000.0,0.0108766
250000.0,0.0134584
310000.0,0.01595
360000.0,0.0190003
400000.0,0.0250003
420000.0,0.0299448
460000.0,0.0362087
480000.0,0.044999
515000.0,0.05275
550000.0,0.0613829
565000.0,0.0665376
595000.0,0.0812982
656250.0,0.123125
700000.0,0.145004
750000.0,0.214343
803125.0,0.341298
868750.0,0.541339
975000.0,0.901759
1012500.0,1.00736
1100000.0,1.19885
1200000.0,1.32442
1600000.0,1.43152
2200000.0,1.51846
2400000.0,1.52237
4782120.0,1.38812
5000000.0,1.372
5500000.0,1.39647
6000000.0,1.59646
6625000.0,1.96916
7000000.0,2.14636
7500000.0,2.26454
8000000.0,2.28456
1.1E7,2.06674
1.3E7,2.03249
1.4E7,2.09499
1.65E7,2.43026
1.9E7,2.56263
2.6E7,2.72302
3.0E7,2.73594
