96-Cm-244(n,&gamma;) ENDF/B-VII.1
639.178,0.63054
639.235,0.536593
639.307,0.458482
639.378,0.407892
639.493,0.358711
639.664,0.319431
639.893,0.293234
640.156,0.279956
640.304,0.277312
640.765,0.283857
641.341,0.31502
641.916,0.369815
642.414,0.441023
642.882,0.536966
643.32,0.665873
643.684,0.818398
643.996,1.00085
644.271,1.22299
644.531,1.51611
644.742,1.84869
644.943,2.28871
645.099,2.76569
645.235,3.33863
645.355,4.04204
645.469,4.99771
645.568,6.18152
645.652,7.63189
645.732,9.55336
645.804,11.894
645.875,15.0425
645.949,19.4464
646.021,25.0363
646.102,33.4396
646.185,44.5246
646.283,60.9412
646.416,88.7048
646.65,141.299
646.769,160.246
646.887,168.02
646.9,168.096
647.014,162.035
647.144,142.369
647.479,68.2695
647.583,49.3873
647.664,37.6948
647.744,28.4651
647.811,22.4656
647.88,17.5964
647.955,13.6948
648.029,10.8196
648.109,8.57087
648.192,6.90929
648.276,5.71815
648.38,4.66525
648.484,3.92294
648.608,3.28541
648.764,2.72573
648.92,2.32904
649.128,1.95901
649.388,1.66052
649.648,1.48454
649.901,1.40295
650.049,1.39273
650.333,1.45917
650.522,1.58579
650.664,1.74806
650.806,2.00788
650.909,2.3054
650.999,2.69848
651.077,3.19866
651.141,3.79392
651.206,4.62757
651.265,5.68231
651.32,7.01496
651.376,8.78318
651.431,11.1063
651.487,14.1193
651.547,18.4036
651.614,24.4558
651.68,32.1586
651.762,44.1355
651.863,62.5575
652.155,125.945
652.27,144.208
652.38,151.868
652.4,152.055
652.5,147.262
652.613,131.825
652.79,94.5426
652.952,59.3957
653.05,42.083
653.129,30.8276
653.198,23.1036
653.261,17.598
653.323,13.3837
653.382,10.3164
653.441,7.99559
653.5,6.26246
653.559,4.97982
653.623,3.95994
653.688,3.22827
653.762,2.6354
653.843,2.1813
653.921,1.87186
654.024,1.57524
654.153,1.31471
654.33,1.06762
654.529,0.874854
654.762,0.71604
655.028,0.587251
655.338,0.480544
655.707,0.390968
656.12,0.320229
656.637,0.258367
657.227,0.209261
657.929,0.168771
658.704,0.137603
659.648,0.111063
660.63,0.0916548
661.823,0.0750866
663.298,0.0607448
664.774,0.0506778
666.671,0.0417176
668.357,0.0361809
671.168,0.0301388
672.854,0.0277376
675.103,0.0257473
677.352,0.0249234
679.443,0.0252618
681.534,0.0269707
682.985,0.0294547
684.073,0.0325171
685.041,0.0366307
685.947,0.0423835
686.703,0.0498792
687.34,0.0594478
687.826,0.0703152
688.252,0.0843258
688.608,0.101523
688.912,0.123126
689.154,0.14791
689.344,0.175652
689.516,0.211755
689.649,0.254436
689.751,0.304944
689.827,0.362411
689.89,0.432137
689.954,0.533098
690.008,0.65536
690.055,0.802566
690.103,0.999598
690.155,1.29283
690.203,1.65026
690.251,2.11875
690.303,2.79562
690.354,3.65218
690.411,4.90419
690.468,6.52116
690.532,8.8175
690.598,11.8645
690.681,16.5972
690.784,23.928
691.061,46.4529
691.177,53.1033
691.29,55.7263
691.3,55.7441
691.402,53.9234
691.503,48.8279
691.661,36.7832
691.84,22.1167
691.935,15.6212
692.013,11.3351
692.079,8.40752
692.145,6.1658
692.2,4.67693
692.256,3.52121
692.303,2.75278
692.351,2.15336
692.399,1.69175
692.449,1.32025
692.5,1.04571
692.551,0.844706
692.608,0.683377
692.672,0.561056
692.735,0.479357
692.802,0.422255
692.888,0.375878
693.002,0.341386
693.173,0.320541
693.23,0.318925
693.372,0.324407
693.549,0.352479
693.655,0.386438
693.761,0.44441
693.837,0.511863
693.904,0.60263
693.958,0.707228
694.018,0.874913
694.072,1.0868
694.125,1.38088
694.172,1.72795
694.219,2.18335
694.271,2.84771
694.324,3.73895
694.377,4.89929
694.43,6.38372
694.491,8.58174
694.556,11.5381
694.632,15.964
694.723,22.5569
694.857,34.5404
695.069,54.19
695.185,61.5128
695.296,64.1615
695.3,64.164
695.409,61.7861
695.52,54.9917
695.703,38.3949
695.86,23.8974
695.954,16.8261
696.025,12.5385
696.095,9.12149
696.159,6.7181
696.213,5.13762
696.267,3.90188
696.32,2.95302
696.371,2.27538
696.421,1.76137
696.471,1.37585
696.522,1.08931
696.572,0.877654
696.622,0.721779
696.683,0.587756
696.75,0.485419
696.83,0.403786
696.911,0.349286
697.018,0.300331
697.173,0.254552
697.374,0.216054
697.626,0.185181
697.878,0.165333
698.266,0.147529
698.655,0.139502
698.914,0.137966
699.439,0.142413
699.964,0.15668
700.358,0.174978
700.818,0.207591
701.22,0.250955
701.579,0.308486
701.873,0.377258
702.143,0.467727
702.373,0.579821
702.552,0.70359
702.706,0.853046
702.834,1.03164
702.927,1.21546
703.017,1.46779
703.095,1.78745
703.163,2.17671
703.227,2.69466
703.283,3.31404
703.339,4.14462
703.395,5.25424
703.451,6.72544
703.507,8.65501
703.565,11.2324
703.629,14.9528
703.69,19.4726
703.757,25.7402
703.842,35.759
703.942,50.4326
704.254,104.903
704.382,120.512
704.499,125.601
704.5,125.602
704.613,120.901
704.731,107.148
704.933,72.0936
705.079,47.0475
705.171,34.0796
705.247,25.3334
705.32,18.6867
705.384,14.1305
705.448,10.6058
705.506,8.17355
705.562,6.35819
705.618,4.97739
705.674,3.93768
705.73,3.16014
705.788,2.56606
705.855,2.06439
705.922,1.70717
705.999,1.41713
706.089,1.18065
706.191,0.99174
706.319,0.825869
706.48,0.680295
706.672,0.557242
706.896,0.455978
707.139,0.377965
707.453,0.307931
707.761,0.260597
708.094,0.224794
708.51,0.195349
709.01,0.176041
709.42,0.171094
709.736,0.174236
710.131,0.189103
710.447,0.214136
710.684,0.245691
710.898,0.290922
711.041,0.337504
711.166,0.400356
711.256,0.469952
711.331,0.557374
711.395,0.666735
711.449,0.794537
711.502,0.970085
711.556,1.2118
711.608,1.53103
711.661,1.9797
711.715,2.58654
711.769,3.39738
711.822,4.46538
711.876,5.84964
711.935,7.81218
711.997,10.4857
712.066,14.2292
712.148,19.8311
712.249,28.6237
712.56,60.5225
712.687,69.5225
712.8,72.3101
712.914,69.4293
713.029,61.4918
713.219,42.1182
713.372,26.591
713.461,19.1297
713.536,14.0495
713.606,10.3011
713.671,7.60052
713.727,5.76032
713.783,4.33347
713.831,3.38483
713.88,2.64413
713.928,2.07243
713.98,1.60774
714.033,1.25271
714.087,0.993648
714.141,0.805137
714.203,0.648682
714.268,0.536732
714.343,0.446855
714.43,0.376011
714.53,0.32083
714.666,0.269518
714.845,0.223367
715.059,0.185036
715.302,0.154534
715.603,0.128214
715.953,0.107069
716.396,0.0890085
716.947,0.0744041
717.596,0.0635307
718.377,0.0553464
719.046,0.0509911
719.938,0.0477905
720.83,0.0466117
722.026,0.0477107
723.223,0.0519665
724.288,0.0594018
725.09,0.0684709
725.891,0.0823076
726.499,0.0978664
727.094,0.120057
727.574,0.146056
728.011,0.179976
728.393,0.222566
728.691,0.26903
728.989,0.334168
729.225,0.407066
729.438,0.497913
729.632,0.615285
729.778,0.739723
729.9,0.885553
730.012,1.08205
730.097,1.29997
730.171,1.57211
730.235,1.89808
730.297,2.33688
730.361,2.96138
730.416,3.68988
730.47,4.65538
730.525,5.92574
730.586,7.79162
730.647,10.2551
730.707,13.4483
730.774,17.9603
730.846,24.1918
730.929,33.1844
731.034,47.4704
731.338,96.885
731.469,112.45
731.585,118.111
731.6,118.181
731.707,114.314
731.819,102.884
731.989,76.4748
732.173,46.3481
732.268,33.5315
732.355,24.0058
732.426,17.9569
732.493,13.4491
732.553,10.2583
732.61,7.95829
732.67,6.05226
732.724,4.78438
732.777,3.81209
732.833,3.03545
732.897,2.38992
732.96,1.92701
733.033,1.55321
733.106,1.29091
733.188,1.08186
733.297,0.889498
733.434,0.727166
733.604,0.589485
733.786,0.485677
733.999,0.3984
734.242,0.326555
734.539,0.263988
734.831,0.220006
735.195,0.180308
735.62,0.147634
736.106,0.121565
736.701,0.0997649
737.385,0.0830757
738.071,0.0718595
738.929,0.0627455
739.787,0.0572952
740.927,0.0540247
741.307,0.0538603
742.172,0.0555848
742.749,0.0588996
743.326,0.0655691
743.732,0.0743854
744.024,0.0853667
744.229,0.0985475
744.347,0.111209
744.449,0.129378
744.522,0.150046
744.592,0.1797
744.645,0.212721
744.698,0.258554
744.751,0.322044
744.805,0.409469
744.858,0.528745
744.911,0.689574
744.964,0.903465
745.018,1.18358
745.073,1.56479
745.129,2.05235
745.193,2.76132
745.265,3.77752
745.35,5.30427
745.46,7.75162
745.74,15.0849
745.87,17.5503
745.986,18.447
746.0,18.4583
746.107,17.8393
746.213,16.1102
746.383,11.8983
746.56,7.26541
746.663,5.04422
746.742,3.67717
746.815,2.66886
746.875,2.02047
746.932,1.53184
746.99,1.14508
747.044,0.876239
747.097,0.671472
747.15,0.517877
747.203,0.404239
747.255,0.322917
747.305,0.265474
747.365,0.216266
747.425,0.182361
747.495,0.155777
747.575,0.136238
747.675,0.121185
747.834,0.107644
748.091,0.0965525
748.451,0.0891794
748.883,0.0860131
749.027,0.0857828
749.739,0.088433
750.628,0.0979558
751.518,0.11382
752.392,0.137084
753.119,0.164837
753.8,0.201428
754.423,0.248595
754.957,0.30532
755.431,0.375362
755.846,0.459957
756.217,0.563944
756.58,0.706768
756.884,0.875329
757.143,1.07509
757.388,1.33804
757.595,1.65203
757.773,2.02998
757.929,2.50143
758.056,3.04544
758.166,3.71241
758.261,4.52465
758.347,5.56016
758.433,6.98041
758.511,8.791
758.585,11.1001
758.659,14.1721
758.739,18.5752
758.822,24.5983
758.914,33.2924
759.018,45.8873
759.157,67.0872
759.433,113.308
759.57,129.188
759.699,134.644
759.7,134.644
759.814,130.43
759.925,118.966
760.103,91.0378
760.32,54.7696
760.435,39.0068
760.529,28.9258
760.609,22.138
760.686,17.0468
760.76,13.2867
760.827,10.6834
760.904,8.40468
760.984,6.67058
761.064,5.40734
761.153,4.39264
761.25,3.5969
761.357,2.97755
761.491,2.42969
761.627,2.02857
761.805,1.65058
762.012,1.33664
762.257,1.07393
762.516,0.874557
762.798,0.717012
763.154,0.574118
763.51,0.471608
763.91,0.38731
764.377,0.315963
764.888,0.259648
765.511,0.21097
766.222,0.172391
767.052,0.141863
767.949,0.12019
768.875,0.105936
769.987,0.0968381
770.728,0.0949792
771.479,0.0967734
772.416,0.104989
773.167,0.118527
773.729,0.135137
774.262,0.158817
774.719,0.188714
775.113,0.225861
775.445,0.269964
775.777,0.332676
776.04,0.403225
776.282,0.49452
776.497,0.609647
776.663,0.735768
776.801,0.883672
776.926,1.07655
777.023,1.29633
777.107,1.57419
777.18,1.91299
777.251,2.37892
777.311,2.92765
777.372,3.66805
777.432,4.66399
777.493,5.99369
777.555,7.80713
777.618,10.1853
777.687,13.6376
777.756,18.1008
777.829,24.0271
777.916,33.0247
778.024,46.7389
778.351,95.068
778.478,107.916
778.6,112.302
778.722,107.884
778.849,95.0126
779.082,60.5209
779.225,40.0368
779.324,28.5727
779.407,20.9712
779.479,15.7278
779.548,11.7928
779.61,9.0501
779.669,7.04097
779.729,5.45472
779.79,4.25844
779.851,3.36491
779.911,2.70147
779.98,2.15049
780.053,1.74054
780.136,1.414
780.219,1.18565
780.316,0.996486
780.454,0.810509
780.62,0.659099
780.807,0.539838
781.015,0.444537
781.257,0.364059
781.547,0.294984
781.88,0.239097
782.253,0.194607
782.696,0.157544
783.139,0.131173
783.72,0.106773
784.273,0.090531
784.965,0.0764175
785.795,0.0657378
786.349,0.06165
786.94,0.060108
787.453,0.0622411
787.837,0.067697
788.061,0.0738469
788.253,0.0828426
788.397,0.0949021
788.493,0.108734
788.577,0.128381
788.638,0.149638
788.698,0.180161
788.758,0.224109
788.812,0.279813
788.866,0.356422
788.92,0.460793
788.974,0.601327
789.028,0.787996
789.082,1.03224
789.142,1.3865
789.198,1.8113
789.262,2.42696
789.334,3.30754
789.411,4.49334
789.514,6.44814
789.692,10.5565
789.852,14.2077
789.97,16.1071
790.089,16.8914
790.1,16.8975
790.22,16.2236
790.339,14.3663
790.54,9.77038
790.699,6.16342
790.797,4.35246
790.877,3.15826
790.95,2.29511
791.013,1.71785
791.069,1.31154
791.125,0.993523
791.181,0.749138
791.229,0.587734
791.283,0.448802
791.337,0.345555
791.391,0.269687
791.445,0.214431
791.493,0.178246
791.553,0.145486
791.613,0.12257
791.683,0.104305
791.773,0.0887065
791.887,0.0765536
792.046,0.0660999
792.272,0.0568575
792.548,0.0496856
792.857,0.0444566
793.352,0.0394899
793.846,0.0370078
794.34,0.0363014
794.821,0.0374434
795.141,0.0396647
795.461,0.0440102
795.661,0.0490471
795.781,0.0541896
795.881,0.0611799
795.961,0.0701211
796.031,0.0821237
796.092,0.0972471
796.152,0.11895
796.202,0.144037
796.252,0.177685
796.304,0.225235
796.358,0.289751
796.411,0.375252
796.465,0.486967
796.523,0.647067
796.582,0.854101
796.65,1.16353
796.723,1.59301
796.803,2.1855
796.901,3.08119
797.062,4.88958
797.244,6.94472
797.372,7.9706
797.493,8.3439
797.5,8.34507
797.62,8.01615
797.748,7.02593
797.986,4.32264
798.115,2.92227
798.213,2.05344
798.294,1.48535
798.36,1.1171
798.427,0.825079
798.487,0.622028
798.541,0.480195
798.595,0.370532
798.649,0.287087
798.703,0.224534
798.757,0.178272
798.813,0.143412
798.866,0.119503
798.93,0.0994606
798.995,0.0860205
799.08,0.0747414
799.165,0.0680975
799.293,0.0628064
799.507,0.0597455
799.57,0.0595863
799.761,0.0605161
800.014,0.0647499
800.268,0.0729498
800.49,0.0850769
800.651,0.0993505
800.748,0.112428
800.846,0.132048
800.927,0.157272
800.991,0.187154
801.05,0.225825
801.102,0.27255
801.153,0.335883
801.205,0.421541
801.256,0.536794
801.308,0.690657
801.359,0.894037
801.414,1.17715
801.465,1.5248
801.524,2.03837
801.583,2.70042
801.646,3.60649
801.717,4.88873
801.794,6.62903
801.891,9.36829
802.038,14.4278
802.246,21.7758
802.373,24.9161
802.494,26.0572
802.5,26.0593
802.619,25.0494
802.745,22.0489
802.962,14.415
803.109,9.35983
803.206,6.62356
803.289,4.76676
803.36,3.51063
803.424,2.60697
803.483,1.96516
803.542,1.46838
803.594,1.1327
803.646,0.869383
803.697,0.671214
803.749,0.521347
803.795,0.418893
803.847,0.332896
803.898,0.269236
803.95,0.222198
804.013,0.18076
804.079,0.150704
804.159,0.126194
804.252,0.107209
804.384,0.0897162
804.537,0.0764925
804.728,0.0651151
804.996,0.0542742
805.291,0.0462629
805.659,0.0395649
806.027,0.0350788
806.513,0.0311922
807.191,0.028061
807.869,0.0265184
808.547,0.02608
809.278,0.0265139
810.063,0.0282398
810.848,0.0315747
811.437,0.0356333
812.026,0.0420406
812.495,0.0500085
812.896,0.0603975
813.221,0.0730012
813.47,0.0869742
813.677,0.103487
813.846,0.12273
813.99,0.14705
814.09,0.172814
814.176,0.205766
814.252,0.249586
814.319,0.306021
814.375,0.372409
814.431,0.463854
814.487,0.589778
814.537,0.742624
814.592,0.966608
814.648,1.27211
814.703,1.67848
814.759,2.21126
814.815,2.89866
814.876,3.85471
814.939,5.13708
815.01,6.9196
815.092,9.57345
815.196,13.7261
815.367,22.0783
815.555,31.2413
815.678,35.3085
815.8,36.7774
815.915,35.4746
816.035,31.645
816.221,22.7239
816.396,14.0754
816.498,9.91869
816.584,7.1064
816.654,5.28915
816.718,3.97812
816.777,3.02105
816.833,2.31002
816.889,1.75758
816.944,1.33527
817.0,1.01718
817.052,0.795339
817.108,0.617586
817.158,0.499119
817.214,0.401992
817.269,0.331652
817.336,0.272161
817.402,0.23198
817.485,0.197296
817.588,0.16919
817.713,0.147544
817.878,0.128986
818.044,0.116687
818.342,0.103359
818.64,0.0971151
818.839,0.0957445
819.211,0.0980969
819.582,0.106723
819.954,0.122962
820.279,0.146149
820.548,0.17534
820.771,0.210578
820.947,0.250183
821.087,0.293866
821.198,0.342582
821.31,0.413375
821.4,0.499785
821.47,0.595815
821.54,0.731936
821.598,0.889965
821.656,1.10508
821.714,1.39789
821.769,1.77652
821.826,2.29192
821.883,2.97409
821.94,3.86567
821.997,5.01409
822.06,6.63759
822.129,8.96038
822.206,12.2389
822.294,17.0396
822.4,24.2368
822.599,40.6215
822.772,54.0676
822.905,60.605
823.0,62.0556
823.119,59.7675
823.238,53.4243
823.431,38.0453
823.604,23.9392
823.706,17.0263
823.787,12.5688
823.863,9.26553
823.933,6.84089
823.996,5.1727
824.059,3.88459
824.115,3.00419
824.17,2.32624
824.226,1.8105
824.282,1.42206
824.337,1.13165
824.393,0.915465
824.458,0.732091
824.528,0.593689
824.609,0.482638
824.69,0.406205
824.783,0.344725
824.895,0.292502
825.034,0.245991
825.229,0.200163
825.452,0.163436
825.712,0.133082
826.009,0.108505
826.334,0.0893297
826.696,0.0739664
827.151,0.0603043
827.607,0.0506111
828.149,0.0423229
828.8,0.0353568
829.513,0.0300333
830.368,0.0256001
831.394,0.022041
832.488,0.0195913
833.719,0.0177971
835.36,0.0165039
836.727,0.0161411
838.454,0.0166324
839.749,0.0178411
840.839,0.0197503
841.662,0.0223193
842.32,0.0255921
842.883,0.0300625
843.302,0.0352491
843.652,0.0417635
843.931,0.0494943
844.149,0.0582542
844.33,0.0689738
844.458,0.0802133
844.562,0.0942257
844.65,0.11229
844.726,0.135787
844.789,0.164426
844.851,0.205499
844.908,0.257718
844.963,0.328015
845.012,0.411643
845.066,0.533931
845.12,0.696992
845.173,0.91184
845.227,1.19115
845.283,1.56476
845.346,2.10742
845.409,2.80281
845.473,3.69441
845.551,5.0517
845.646,7.11572
845.778,10.6332
846.032,18.0338
846.166,20.7967
846.29,21.8027
846.3,21.808
846.413,21.0818
846.532,18.8979
846.702,14.2197
846.903,8.37844
847.004,5.96513
847.082,4.43257
847.156,3.26522
847.226,2.39908
847.289,1.79208
847.345,1.37015
847.402,1.03405
847.456,0.791682
847.51,0.606613
847.559,0.478152
847.607,0.379695
847.656,0.304815
847.709,0.24474
847.763,0.199399
847.824,0.162287
847.885,0.136205
847.962,0.113896
848.055,0.0964679
848.177,0.0819166
848.345,0.0697566
848.569,0.0596517
848.848,0.0516893
849.237,0.0451217
849.735,0.0408708
850.233,0.0392274
850.399,0.0390833
851.096,0.0402517
851.793,0.0438311
852.49,0.050017
853.1,0.0586294
853.616,0.0694836
854.116,0.0849528
854.491,0.101679
854.865,0.125597
855.187,0.155448
855.437,0.188484
855.651,0.227975
855.838,0.276654
855.999,0.337427
856.106,0.396322
856.209,0.478534
856.287,0.569964
856.365,0.702375
856.432,0.865871
856.488,1.05329
856.543,1.30481
856.597,1.62641
856.651,2.05046
856.704,2.60563
856.758,3.32582
856.811,4.24984
856.869,5.53085
856.936,7.44506
857.003,9.91217
857.077,13.3602
857.155,17.9393
857.257,25.428
857.405,38.5945
857.622,58.9539
857.752,67.9029
857.879,71.7186
857.9,71.8009
858.014,69.4412
858.128,62.8436
858.293,48.5163
858.507,28.3784
858.612,20.1923
858.701,14.5673
858.777,10.7751
858.844,8.12847
858.911,6.05939
858.971,4.61852
859.033,3.47308
859.087,2.72188
859.141,2.14167
859.194,1.6978
859.248,1.36076
859.301,1.10614
859.357,0.907305
859.424,0.734079
859.491,0.611078
859.569,0.509988
859.66,0.428502
859.77,0.362055
859.926,0.298641
860.113,0.247757
860.359,0.202847
860.604,0.172223
860.899,0.147036
861.227,0.128582
861.555,0.117056
861.884,0.110734
862.212,0.108884
862.641,0.113413
862.927,0.121921
863.213,0.136962
863.472,0.15986
863.665,0.188049
863.8,0.220082
863.896,0.255776
863.985,0.306614
864.059,0.369996
864.12,0.445885
864.182,0.552349
864.243,0.701802
864.298,0.886536
864.354,1.13451
864.41,1.47026
864.462,1.88214
864.515,2.41021
864.576,3.20532
864.638,4.23185
864.708,5.74009
864.781,7.76445
864.864,10.6165
864.969,15.1669
865.135,23.9842
865.331,34.5609
865.464,39.6758
865.589,41.5838
865.6,41.5967
865.726,39.927
865.852,35.3265
866.063,24.0857
866.222,15.5795
866.326,11.0224
866.412,7.98223
866.485,5.91474
866.55,4.47222
866.612,3.39549
866.673,2.558
866.726,1.99971
866.784,1.51882
866.839,1.17724
866.895,0.919988
866.95,0.728119
867.011,0.5728
867.073,0.46217
867.134,0.383406
867.202,0.321695
867.276,0.275823
867.381,0.23301
867.507,0.201192
867.676,0.17505
867.844,0.158316
868.117,0.141991
868.391,0.134223
868.573,0.132593
868.881,0.135515
869.189,0.14592
869.496,0.166004
869.727,0.190608
869.941,0.225916
870.078,0.260085
870.199,0.304462
870.302,0.36282
870.387,0.437322
870.456,0.524892
870.525,0.650789
870.582,0.797952
870.639,0.998627
870.696,1.27132
870.748,1.5975
870.805,2.07562
870.862,2.70793
870.919,3.53288
870.976,4.593
871.044,6.21283
871.111,8.26515
871.184,11.1181
871.266,15.1058
871.371,21.4398
871.546,34.3821
871.744,48.9186
871.876,55.5609
872.0,57.7432
872.124,55.545
872.25,49.2746
872.458,34.0562
872.627,21.5485
872.732,15.1971
872.812,11.2769
872.881,8.56012
872.953,6.28776
873.014,4.7932
873.075,3.62532
873.136,2.72966
873.188,2.14742
873.245,1.65023
873.302,1.27789
873.359,1.00173
873.416,0.798291
873.477,0.640522
873.544,0.518062
873.611,0.431856
873.691,0.360023
873.784,0.303455
873.912,0.252803
874.059,0.21441
874.268,0.177594
874.52,0.147989
874.821,0.124187
875.145,0.106959
875.599,0.0914542
876.039,0.0822284
876.7,0.0748355
877.361,0.072525
878.216,0.0751653
879.072,0.0840069
879.735,0.0965039
880.293,0.11276
880.758,0.132477
881.186,0.158317
881.577,0.192075
881.912,0.233414
882.209,0.285726
882.47,0.351061
882.68,0.425928
882.866,0.51991
883.021,0.634681
883.136,0.759617
883.223,0.894162
883.31,1.0856
883.386,1.32584
883.451,1.61223
883.517,2.01505
883.583,2.55613
883.648,3.29476
883.713,4.2947
883.775,5.55959
883.837,7.20568
883.906,9.61446
883.976,12.7258
884.057,17.3346
884.144,23.6388
884.249,33.1938
884.411,51.1879
884.632,76.1984
884.766,86.7209
884.895,90.5378
884.9,90.5436
885.024,87.2338
885.148,78.0551
885.346,56.1579
885.537,34.5499
885.649,24.2348
885.731,18.1439
885.811,13.362
885.886,9.92773
885.954,7.49657
886.016,5.78724
886.078,4.47046
886.14,3.47015
886.205,2.6868
886.27,2.11207
886.335,1.69244
886.4,1.38599
886.479,1.12085
886.563,0.926147
886.661,0.769546
886.772,0.646438
886.921,0.534156
887.107,0.438538
887.33,0.359336
887.578,0.297699
887.876,0.245924
888.223,0.20434
888.62,0.172032
889.054,0.148205
889.488,0.132124
890.107,0.117933
890.775,0.110316
891.443,0.108304
892.186,0.111683
892.929,0.121128
893.672,0.137913
894.323,0.161
894.911,0.192257
895.406,0.230491
895.84,0.277954
896.253,0.342416
896.604,0.420799
896.893,0.511372
897.14,0.618548
897.378,0.76205
897.563,0.919327
897.718,1.10042
897.847,1.30933
897.976,1.60896
898.08,1.95949
898.172,2.41356
898.255,2.98673
898.327,3.67833
898.4,4.616
898.469,5.82136
898.541,7.50079
898.613,9.72608
898.685,12.6264
898.757,16.3026
898.842,21.8157
898.942,30.1874
899.063,42.8158
899.419,86.9505
899.56,99.1768
899.688,103.603
899.7,103.633
899.82,100.347
899.964,88.6591
900.195,60.2746
900.367,39.4169
900.484,27.7452
900.571,20.8835
900.658,15.4661
900.737,11.6614
900.807,9.05152
900.877,7.04319
900.949,5.4912
901.021,4.32739
901.093,3.46758
901.176,2.75713
901.258,2.25179
901.346,1.86754
901.449,1.54732
901.578,1.27047
901.713,1.06855
901.898,0.871463
902.115,0.711561
902.342,0.592241
902.631,0.484211
902.961,0.398202
903.333,0.33106
903.705,0.28393
904.155,0.244213
904.699,0.212899
905.352,0.191152
905.931,0.181979
906.292,0.180112
906.959,0.183876
907.626,0.197306
908.278,0.221722
908.901,0.259417
909.42,0.306784
909.909,0.371949
910.324,0.451633
910.68,0.548118
910.991,0.665923
911.258,0.805289
911.502,0.981405
911.725,1.20493
911.91,1.46598
912.06,1.75872
912.186,2.0981
912.312,2.57756
912.406,3.08562
912.503,3.80187
912.59,4.69953
912.676,5.93997
912.751,7.38633
912.833,9.50631
912.917,12.3937
913.004,16.3476
913.099,22.0155
913.204,30.1526
913.328,42.3323
913.57,71.2781
913.751,91.471
913.894,101.572
914.0,103.931
914.14,99.787
914.296,86.6982
914.682,41.1829
914.802,29.6169
914.895,22.4052
914.978,17.2869
915.067,13.0188
915.141,10.2846
915.221,8.01985
915.301,6.32387
915.382,5.06401
915.47,4.04219
915.564,3.27371
915.671,2.65323
915.791,2.16651
915.927,1.77997
916.075,1.4804
916.253,1.22055
916.483,0.981829
916.742,0.792025
917.009,0.651578
917.32,0.532418
917.676,0.434252
918.076,0.354889
918.543,0.28878
919.099,0.23367
919.722,0.19126
920.315,0.163263
921.056,0.139923
921.649,0.128557
922.242,0.123321
922.538,0.123213
922.97,0.126866
923.402,0.137176
923.726,0.152178
923.996,0.173011
924.212,0.199779
924.372,0.231553
924.496,0.271123
924.584,0.315046
924.654,0.366285
924.725,0.439874
924.787,0.53128
924.852,0.667416
924.905,0.81877
924.958,1.01904
925.011,1.28233
925.069,1.66508
925.128,2.17128
925.186,2.83161
925.249,3.76765
925.313,4.97401
925.385,6.71145
925.461,9.08875
925.548,12.4571
925.657,17.7661
925.834,28.1844
926.029,39.6866
926.164,45.2836
926.294,47.3143
926.3,47.3176
926.421,45.6656
926.537,41.3335
926.707,31.847
926.927,18.6048
927.038,13.0615
927.123,9.63791
927.2,7.14605
927.271,5.31222
927.335,4.03111
927.398,3.03161
927.456,2.3229
927.515,1.77708
927.573,1.36255
927.631,1.05164
927.684,0.839052
927.737,0.67798
927.797,0.542704
927.854,0.449501
927.924,0.366082
927.995,0.307985
928.08,0.259858
928.193,0.217558
928.306,0.189174
928.475,0.159943
928.687,0.134943
928.97,0.112054
929.323,0.0927891
929.747,0.0773687
930.26,0.0649699
930.839,0.0556887
931.649,0.0471624
932.54,0.041142
933.64,0.0365814
934.96,0.0333528
936.049,0.0320307
936.697,0.031861
938.157,0.0328654
939.13,0.0347862
940.103,0.038512
941.06,0.0447897
941.767,0.0521769
942.355,0.0615488
942.902,0.0745927
943.33,0.0896912
943.705,0.108733
944.017,0.131343
944.285,0.158586
944.508,0.190174
944.722,0.233247
944.865,0.274132
944.981,0.320448
945.088,0.381848
945.182,0.461292
945.262,0.561389
945.329,0.679924
945.396,0.845484
945.452,1.03349
945.508,1.28283
945.563,1.61236
945.625,2.09512
945.686,2.73986
945.749,3.60766
945.811,4.7402
945.874,6.19336
945.943,8.24465
946.023,11.3007
946.11,15.5198
946.213,21.7513
946.354,32.2335
946.6,51.9842
946.736,60.1244
946.865,63.813
946.9,63.9921
947.029,61.5798
947.175,53.7085
947.552,24.203
947.656,17.3948
947.746,12.6986
947.824,9.4238
947.897,6.994
947.964,5.2719
948.025,4.06018
948.087,3.08572
948.149,2.34547
948.212,1.79105
948.268,1.41887
948.324,1.13647
948.379,0.923223
948.446,0.73544
948.513,0.601315
948.591,0.491281
948.681,0.405452
948.774,0.343619
948.908,0.283868
949.078,0.233649
949.292,0.19067
949.542,0.156044
949.827,0.128376
950.149,0.106492
950.559,0.0872039
951.005,0.0729537
951.541,0.0613909
952.144,0.0527499
952.882,0.0460447
953.866,0.0409166
954.851,0.0383042
955.835,0.0374407
957.259,0.0385844
958.683,0.0422786
959.989,0.0481961
961.235,0.0569834
962.303,0.0681091
963.311,0.0832663
964.142,0.101006
964.914,0.124213
965.626,0.154622
966.249,0.192451
966.768,0.236588
967.228,0.290544
967.643,0.357761
968.029,0.444733
968.34,0.541859
968.652,0.676796
968.911,0.834715
969.134,1.02273
969.334,1.25941
969.512,1.56049
969.661,1.92528
969.787,2.3768
969.898,2.95496
969.998,3.70275
970.087,4.63682
970.165,5.74551
970.243,7.21719
970.325,9.28306
970.406,11.9533
