90-Th-232(n,&gamma;) ENDF/B-VII.1
3100.47,0.00773962
3100.6,0.0072495
3100.86,0.00676811
3101.05,0.00669494
3101.37,0.00687716
3101.82,0.00748798
3102.31,0.0085164
3102.7,0.00978295
3102.94,0.0110374
3103.14,0.0126419
3103.28,0.0144331
3103.4,0.0167364
3103.52,0.0201422
3103.63,0.0244816
3103.73,0.0306701
3103.82,0.0380228
3103.91,0.0479249
3104.01,0.0611794
3104.1,0.0787795
3104.18,0.101283
3104.28,0.132224
3104.37,0.172375
3104.47,0.229716
3104.58,0.303944
3104.69,0.408207
3104.81,0.553868
3104.94,0.747136
3105.08,1.01869
3105.24,1.41713
3105.45,2.04134
3105.82,3.42119
3106.17,4.6708
3106.42,5.22718
3106.62,5.37889
3106.84,5.20475
3107.07,4.67209
3107.43,3.42458
3107.8,2.05989
3107.99,1.45838
3108.16,1.04866
3108.3,0.775838
3108.42,0.59176
3108.54,0.448651
3108.64,0.355017
3108.75,0.285142
3108.85,0.236267
3108.95,0.206648
3109.04,0.196238
3109.07,0.195591
3109.16,0.203057
3109.25,0.22369
3109.34,0.258478
3109.43,0.308868
3109.53,0.392628
3109.64,0.505652
3109.74,0.652617
3109.86,0.873671
3110.0,1.1845
3110.15,1.63933
3110.31,2.25951
3110.53,3.26165
3111.15,6.61762
3111.39,7.5517
3111.63,7.93573
3111.66,7.93983
3111.9,7.62946
3112.15,6.72477
3112.79,3.46003
3112.98,2.70633
3113.14,2.19434
3113.28,1.9135
3113.38,1.77631
3113.51,1.68386
3113.6,1.67323
3113.74,1.72603
3113.95,1.91536
3114.46,2.49586
3114.74,2.64761
3114.8,2.652
3115.07,2.55367
3115.39,2.22364
3116.19,1.06403
3116.45,0.745855
3116.66,0.543416
3116.84,0.40306
3116.99,0.305361
3117.13,0.239368
3117.26,0.188903
3117.37,0.158212
3117.46,0.140912
3117.55,0.130032
3117.65,0.125584
3117.75,0.129436
3117.84,0.139921
3117.94,0.161182
3118.04,0.193016
3118.15,0.243682
3118.27,0.311148
3118.4,0.409041
3118.55,0.562499
3118.74,0.790711
3119.0,1.18352
3119.45,1.92867
3119.73,2.25987
3119.97,2.38073
3120.0,2.38258
3120.22,2.30544
3120.43,2.08898
3120.77,1.57731
3121.13,0.991063
3121.33,0.731967
3121.49,0.566988
3121.6,0.486519
3121.71,0.431303
3121.82,0.402435
3121.85,0.398841
3121.95,0.405483
3122.06,0.437675
3122.16,0.496309
3122.29,0.608062
3122.41,0.763618
3122.57,1.0082
3122.75,1.3835
3123.06,2.14185
3123.45,3.12245
3123.7,3.56101
3123.94,3.72003
3123.95,3.72023
3124.17,3.59274
3124.38,3.26479
3124.72,2.45897
3125.12,1.43217
3125.31,1.01698
3125.48,0.723118
3125.62,0.532389
3125.76,0.387627
3125.87,0.290462
3125.99,0.214625
3126.09,0.160891
3126.18,0.124222
3126.28,0.0946623
3126.37,0.0719588
3126.47,0.0547346
3126.56,0.041823
3126.66,0.0322516
3126.75,0.0252256
3126.85,0.0201135
3126.94,0.0164201
3127.05,0.0134003
3127.16,0.0114353
3127.29,0.00981104
3127.44,0.0085951
3127.65,0.00765201
3127.96,0.00688636
3128.38,0.00631475
3129.0,0.00585931
3129.21,0.00581373
3129.52,0.00592686
3129.83,0.00642304
3130.09,0.00731908
3130.3,0.00846721
3130.56,0.0105154
3130.95,0.0147346
3131.36,0.0191289
3131.63,0.0209396
3131.82,0.0213455
3132.1,0.0204882
3132.42,0.0177929
3133.03,0.011122
3133.31,0.00879097
3133.55,0.00739166
3133.76,0.00661908
3133.97,0.00615288
3134.25,0.00585523
3134.6,0.00577278
3135.8,0.00614336
3137.49,0.00707689
3138.76,0.00815549
3139.18,0.00883384
3139.54,0.0099172
3139.8,0.0113288
3140.04,0.0133764
3140.29,0.0162961
3140.63,0.0218264
3141.16,0.031581
3141.46,0.0351926
3141.72,0.0362608
3142.01,0.034895
3142.4,0.0300362
3142.89,0.0232835
3143.19,0.0204947
3143.44,0.0193404
3143.69,0.0190235
3143.93,0.019346
3144.42,0.0212281
3144.91,0.0243031
3145.29,0.0279748
3145.52,0.0318172
3145.71,0.0367741
3145.87,0.0435505
3146.01,0.0522108
3146.15,0.0647225
3146.26,0.0791643
3146.38,0.0983654
3146.51,0.127034
3146.64,0.16617
3146.78,0.217073
3146.93,0.288729
3147.1,0.396587
3147.31,0.56377
3147.69,0.921484
3148.05,1.25124
3148.33,1.42851
3148.61,1.49297
3148.64,1.49352
3149.12,1.44971
3149.3,1.48633
3149.47,1.6155
3149.6,1.80007
3149.76,2.1363
3149.91,2.60495
3150.07,3.30755
3150.29,4.50256
3150.62,6.84183
3151.0,9.57706
3151.29,11.0041
3151.55,11.4568
3151.81,11.0594
3152.09,9.79679
3152.87,4.72738
3153.11,3.4277
3153.32,2.56601
3153.5,2.02849
3153.66,1.68281
3153.77,1.52653
3153.91,1.42157
3153.96,1.41449
3154.1,1.47114
3154.24,1.65062
3154.37,1.96133
3154.51,2.41095
3154.68,3.1371
3154.87,4.22422
3155.16,6.24655
3155.61,9.71232
3155.88,11.1591
3156.13,11.7195
3156.16,11.7258
3156.41,11.2736
3156.68,9.82934
3157.39,4.48056
3157.61,3.14417
3157.79,2.25747
3157.93,1.71928
3158.07,1.27792
3158.2,0.959946
3158.32,0.740898
3158.44,0.571397
3158.55,0.448008
3158.67,0.345213
3158.79,0.269597
3158.92,0.214382
3159.04,0.174181
3159.17,0.142694
3159.33,0.117126
3159.51,0.0968847
3159.69,0.0829644
3159.95,0.0692927
3160.29,0.0570617
3160.73,0.0466341
3161.24,0.0379519
3161.85,0.0308786
3162.57,0.0249832
3163.38,0.0204671
3164.16,0.0173897
3165.13,0.0147377
3165.82,0.0136112
3166.01,0.0135236
3166.24,0.0137685
3166.44,0.0145593
3166.57,0.0156157
3166.73,0.0179125
3166.86,0.0209259
3166.99,0.0254728
3167.1,0.0311815
3167.21,0.0387616
3167.32,0.0489758
3167.44,0.0624646
3167.56,0.0822192
3167.68,0.108108
3167.82,0.145108
3167.97,0.197433
3168.11,0.263912
3168.29,0.36072
3168.49,0.500929
3168.91,0.854837
3169.24,1.10706
3169.5,1.24213
3169.71,1.27938
3169.96,1.22996
3170.18,1.10612
3170.55,0.805516
3170.91,0.495909
3171.13,0.343753
3171.29,0.247909
3171.43,0.186103
3171.56,0.137062
3171.68,0.104077
3171.8,0.078284
3171.9,0.0599742
3172.01,0.0458812
3172.11,0.0360598
3172.2,0.0285336
3172.3,0.0228379
3172.4,0.018579
3172.51,0.0150241
3172.61,0.0127234
3172.73,0.0108924
3172.87,0.00941948
3173.02,0.00852209
3173.25,0.00773972
3173.6,0.00721429
3174.3,0.00677575
3175.7,0.00644064
3176.16,0.00641265
3177.56,0.00655159
3178.96,0.00705076
3180.01,0.00776568
3180.7,0.00855418
3181.14,0.00939488
3181.4,0.010344
3181.58,0.0114695
3181.71,0.0128181
3181.85,0.015117
3181.97,0.0180598
3182.07,0.0215609
3182.17,0.026381
3182.27,0.0329615
3182.36,0.0418544
3182.46,0.0537372
3182.56,0.0694205
3182.66,0.0898434
3182.77,0.119062
3182.88,0.156865
3183.0,0.209835
3183.12,0.277004
3183.25,0.375859
3183.41,0.518511
3183.61,0.74228
3183.88,1.12432
3184.32,1.76578
3184.58,2.04109
3184.82,2.15484
3184.86,2.15734
3185.08,2.08614
3185.33,1.86234
3185.74,1.2851
3186.04,0.875353
3186.23,0.667509
3186.38,0.537691
3186.52,0.461564
3186.62,0.4239
3186.75,0.400155
3186.82,0.399063
3186.95,0.416749
3187.11,0.465418
3187.31,0.566506
3187.99,1.00463
3188.35,1.15742
3188.78,1.30107
3188.98,1.44193
3189.16,1.67434
3189.31,1.9633
3189.47,2.42518
3189.64,3.0935
3189.84,4.08517
3190.15,6.06356
3190.52,8.44152
3190.8,9.71333
3191.05,10.1225
3191.05,10.1227
3191.28,9.78331
3191.53,8.75383
3191.97,6.02289
3192.27,4.10869
3192.49,3.02049
3192.68,2.26644
3192.85,1.73885
3193.02,1.35564
3193.18,1.08158
3193.35,0.860043
3193.52,0.704975
3193.71,0.587797
3193.91,0.511415
3194.11,0.474344
3194.21,0.469536
3194.38,0.479159
3194.66,0.526342
3195.12,0.617461
3195.34,0.631615
3195.62,0.610444
3196.04,0.518165
3196.38,0.444826
3196.67,0.415103
3196.79,0.413056
3197.45,0.438496
3197.73,0.423492
3198.01,0.376313
3198.38,0.280006
3198.78,0.168726
3198.99,0.120253
3199.15,0.0899609
3199.29,0.0692667
3199.44,0.0531028
3199.57,0.0412391
3199.7,0.0329837
3199.82,0.0277549
3199.95,0.0236738
3200.04,0.0217333
3200.17,0.0204169
3200.24,0.0202466
3200.37,0.0208002
3200.5,0.0224923
3200.67,0.0264532
3200.84,0.0324292
3201.04,0.0417754
3201.28,0.0569684
3201.92,0.102984
3202.2,0.116311
3202.42,0.119704
3202.68,0.114945
3202.92,0.102912
3203.63,0.0540993
3203.85,0.0422455
3204.05,0.0343079
3204.24,0.0291058
3204.43,0.0258253
3204.61,0.0240754
3204.83,0.023465
3205.18,0.0245765
3205.55,0.0278533
3205.8,0.0315684
3205.99,0.0360622
3206.16,0.0421888
3206.3,0.0495672
3206.43,0.0603935
3206.55,0.0740023
3206.67,0.0930539
3206.77,0.115194
3206.87,0.144295
3206.97,0.182163
3207.08,0.236244
3207.2,0.313993
3207.32,0.415426
3207.45,0.558402
3207.6,0.757704
3207.75,1.03234
3207.93,1.43288
3208.16,2.05647
3208.46,3.07069
3209.36,6.58519
3210.35,10.9256
3210.66,11.5829
3210.7,11.5955
3210.97,11.2113
3211.22,10.0852
3211.57,7.6863
3212.02,4.43256
3212.23,3.1264
3212.39,2.34852
3212.54,1.76579
3212.68,1.35871
3212.8,1.11629
3212.9,0.946938
3213.02,0.826696
3213.12,0.777779
3213.19,0.766708
3213.31,0.793752
3213.46,0.895619
3213.6,1.06612
3213.78,1.3556
3214.05,1.92973
3214.52,2.99391
3214.77,3.36968
3215.0,3.49262
3215.24,3.3602
3215.49,2.95995
3215.93,1.95015
3216.21,1.32308
3216.4,0.963075
3216.55,0.736111
3216.68,0.585313
3216.81,0.475101
3216.91,0.415538
3216.99,0.387104
3217.09,0.370298
3217.2,0.377053
3217.3,0.406855
3217.43,0.472423
3217.55,0.569726
3217.7,0.721728
3217.89,0.972482
3218.19,1.47785
3218.57,2.11782
3218.84,2.44357
3219.09,2.54936
3219.09,2.54938
3219.31,2.46482
3219.54,2.2293
3219.86,1.70591
3220.26,1.01233
3220.47,0.706659
3220.64,0.511495
3220.79,0.37326
3220.92,0.27774
3221.03,0.212722
3221.15,0.157555
3221.26,0.118158
3221.36,0.0905796
3221.46,0.0694033
3221.56,0.0533773
3221.66,0.0414259
3221.76,0.0333981
3221.86,0.0268226
3221.96,0.0221306
3222.06,0.0188493
3222.18,0.0162711
3222.3,0.0147559
3222.44,0.0139394
3222.54,0.0137894
3222.74,0.0142714
3222.98,0.0159707
3223.32,0.0197204
3223.86,0.0262429
3224.24,0.028885
3224.91,0.0306182
3225.13,0.0324682
3225.37,0.0364507
3225.61,0.042838
3225.87,0.053191
3226.17,0.0683501
3226.49,0.0904926
3226.83,0.120621
3227.59,0.205534
3227.93,0.229868
3228.16,0.235081
3228.43,0.22862
3229.1,0.191875
3229.18,0.190371
3229.33,0.193145
3229.5,0.208221
3229.64,0.236688
3229.76,0.273553
3229.88,0.330022
3230.01,0.413806
3230.14,0.525235
3230.27,0.687697
3230.42,0.915837
3230.59,1.24988
3230.79,1.7632
3231.12,2.75986
3231.53,4.03632
3231.8,4.60318
3232.05,4.78433
3232.28,4.6306
3232.55,4.15446
3233.06,3.04772
3233.33,2.66589
3233.5,2.54296
3233.78,2.48326
3234.03,2.49257
3234.37,2.41183
3234.66,2.16609
3234.98,1.71411
3235.46,0.943872
3235.68,0.651123
3235.85,0.46801
3236.0,0.343168
3236.13,0.253055
3236.26,0.189097
3236.37,0.14417
3236.48,0.109399
3236.57,0.0853978
3236.68,0.0667855
3236.78,0.0531452
3236.88,0.043623
3236.98,0.0375691
3237.07,0.0347906
3237.14,0.0340405
3237.24,0.0353053
3237.33,0.0385804
3237.43,0.0454112
3237.54,0.0559512
3237.64,0.0707763
3237.75,0.0906814
3237.85,0.116596
3237.98,0.155771
3238.1,0.206124
3238.24,0.279227
3238.4,0.383139
3238.59,0.537495
3238.88,0.826218
3239.33,1.31075
3239.59,1.50284
3239.84,1.57281
3239.85,1.573
3240.09,1.51662
3240.32,1.35943
3240.69,0.980896
3241.05,0.609975
3241.26,0.427
3241.42,0.31244
3241.56,0.238539
3241.68,0.189551
3241.8,0.152946
3241.92,0.127779
3242.02,0.114749
3242.1,0.109351
3242.15,0.108131
3242.26,0.111161
3242.36,0.121202
3242.49,0.143256
3242.63,0.175583
3242.79,0.227626
3242.98,0.306416
3243.19,0.42135
3243.47,0.603692
3243.76,0.835275
3244.02,1.09995
3244.25,1.41881
3244.47,1.81925
3244.74,2.44748
3245.39,4.30761
3245.68,4.88144
3245.89,5.02361
3246.13,4.84801
3246.39,4.29513
3246.78,3.02238
3247.12,1.90511
3247.33,1.31502
3247.5,0.945669
3247.64,0.700654
3247.77,0.522688
3247.88,0.396189
3248.0,0.297186
3248.11,0.223057
3248.22,0.169279
3248.32,0.130656
3248.42,0.102186
3248.52,0.0795887
3248.62,0.0630872
3248.72,0.0520306
3248.83,0.0424475
3248.95,0.0361382
3249.08,0.0312373
3249.24,0.027751
3249.44,0.0255889
3249.72,0.0244033
3249.9,0.0242719
3250.27,0.0249355
3250.8,0.0277662
3251.21,0.0318269
3251.5,0.036483
3251.71,0.0417379
3251.88,0.0481132
3252.04,0.0578666
3252.18,0.0701147
3252.31,0.0858083
3252.44,0.107679
3252.56,0.137903
3252.69,0.179145
3252.81,0.234592
3252.94,0.305332
3253.06,0.394862
3253.2,0.529107
3253.34,0.7009
3253.5,0.950021
3253.69,1.32029
3253.9,1.85728
3254.13,2.56667
3254.41,3.64192
3254.78,5.37631
3255.53,9.41694
3255.83,10.5725
3256.09,10.9456
3256.36,10.5369
3256.65,9.23482
3257.08,6.38475
3257.41,4.09081
3257.63,2.86436
3257.81,2.06523
3257.96,1.53014
3258.1,1.15062
3258.23,0.865422
3258.35,0.667654
3258.46,0.513635
3258.57,0.4002
3258.69,0.310509
3258.8,0.242989
3258.92,0.192578
3259.03,0.155129
3259.15,0.127352
3259.27,0.105294
3259.42,0.0864473
3259.59,0.0713798
3259.79,0.0597446
3260.02,0.0504974
3260.35,0.0415913
3260.76,0.0341279
3261.26,0.0280443
3261.79,0.0236077
3262.19,0.0215039
3262.45,0.0210085
3262.65,0.0215308
3262.85,0.0233729
3263.02,0.0264755
3263.15,0.0304146
3263.29,0.0360506
3263.44,0.0449939
3263.59,0.0574038
3263.76,0.0757847
3263.95,0.10204
3264.17,0.140864
3264.77,0.264342
3265.04,0.303648
3265.29,0.318125
3265.31,0.318177
3265.54,0.307485
3265.78,0.274855
3266.18,0.196004
3266.53,0.123996
3266.73,0.0907227
3266.91,0.0669448
3267.08,0.0506945
3267.22,0.0398166
3267.36,0.0316741
3267.5,0.0258405
3267.62,0.0223046
3267.79,0.0191894
3267.95,0.0174019
3268.11,0.0165206
3268.27,0.0162473
3268.6,0.0168265
3268.92,0.0184748
3269.17,0.0206151
3269.37,0.0235681
3269.53,0.0274251
3269.68,0.0327518
3269.79,0.0392829
3269.9,0.0482336
3270.0,0.0591798
3270.1,0.0741169
3270.19,0.0944012
3270.29,0.121749
3270.39,0.158316
3270.48,0.206727
3270.58,0.270153
3270.68,0.358382
3270.78,0.465151
3270.88,0.613815
3270.99,0.80259
3271.11,1.08292
3271.24,1.47104
3271.39,2.03181
3271.56,2.79772
3271.76,3.96792
3272.07,6.21394
3272.51,9.33997
3272.77,10.6681
3273.02,11.112
3273.27,10.69
3273.53,9.42408
3273.95,6.38405
3274.28,4.0495
3274.48,2.88907
3274.64,2.09502
3274.78,1.55651
3274.91,1.169
3275.03,0.860638
3275.15,0.644612
3275.26,0.477464
3275.37,0.35976
3275.47,0.26963
3275.57,0.207007
3275.66,0.163398
3275.74,0.13023
3275.82,0.10437
3275.92,0.0809416
3276.02,0.0638752
3276.12,0.0515608
3276.22,0.0427547
3276.32,0.036529
3276.42,0.0321977
3276.52,0.0292679
3276.65,0.026961
3276.82,0.0259505
3276.99,0.0266
3277.17,0.0286529
3277.39,0.0333635
3277.67,0.0416046
3278.22,0.0611906
3278.53,0.0681514
3278.71,0.0694344
3278.95,0.067418
3279.23,0.0601141
3279.97,0.0318247
3280.2,0.0246044
3280.42,0.0196046
3280.61,0.0164331
3280.8,0.014267
3281.04,0.0126628
3281.3,0.0117325
3281.74,0.0112684
3281.83,0.0112603
3282.36,0.0115554
3282.8,0.0124327
3283.07,0.01352
3283.33,0.015287
3283.64,0.0184383
3284.05,0.0242718
3284.56,0.0318699
3284.88,0.0346814
3285.05,0.0350757
3285.32,0.0340356
3285.75,0.0294592
3286.28,0.0230264
3286.62,0.0203739
3286.96,0.0191987
3287.08,0.0190794
3287.53,0.0195125
3288.31,0.0219522
3289.28,0.0264263
3290.25,0.0327639
3291.04,0.0401488
3291.7,0.0486612
3292.3,0.0593603
3292.81,0.0726481
3293.1,0.0838435
3293.37,0.0992272
3293.55,0.11507
3293.69,0.134273
3293.84,0.161992
3293.97,0.197632
3294.1,0.24761
3294.22,0.304978
3294.35,0.394968
3294.48,0.516497
3294.61,0.67755
3294.75,0.908118
3294.91,1.23408
3295.08,1.69813
3295.28,2.38902
3295.53,3.49738
3296.18,6.59117
3296.52,7.72865
3296.88,8.31534
3298.15,8.94156
3298.5,8.66119
3298.78,7.93307
3299.14,6.4673
3299.75,3.48958
3300.0,2.48078
3300.21,1.83494
3300.39,1.39387
3300.54,1.09329
3300.71,0.843444
3300.87,0.664202
3301.04,0.532198
3301.21,0.43177
3301.38,0.362719
3301.59,0.305669
3301.84,0.265636
3302.17,0.23991
3302.92,0.201015
3303.4,0.159976
3303.97,0.106219
3304.27,0.0833429
3304.57,0.0672579
3304.86,0.0561585
3305.19,0.0478232
3305.61,0.0412549
3306.1,0.0362064
3306.47,0.0341054
3306.59,0.0339222
3306.84,0.0349131
3307.02,0.037484
3307.21,0.0424601
3307.38,0.0501303
3307.55,0.0616457
3307.73,0.0778134
3307.92,0.102741
3308.15,0.139121
3308.52,0.215411
3308.89,0.287689
3309.16,0.323564
3309.39,0.333083
3309.65,0.319161
3309.92,0.27901
3310.63,0.13199
3310.84,0.0952324
3311.02,0.0717491
3311.17,0.0555323
3311.32,0.0426338
3311.47,0.0337091
3311.6,0.027847
3311.73,0.0235798
3311.89,0.0200365
3312.05,0.0180631
3312.21,0.0173663
3312.24,0.0173661
3312.37,0.0178196
3312.5,0.0190244
3312.67,0.0217042
3312.83,0.0259051
3312.99,0.0319007
3313.15,0.0399399
3313.34,0.0524801
3313.58,0.0717982
3314.18,0.129192
3314.47,0.14914
3314.76,0.157767
3314.83,0.158106
3315.43,0.151907
3315.61,0.157241
3315.8,0.172274
3315.99,0.201405
3316.18,0.245378
3316.45,0.329169
3316.92,0.490606
3317.2,0.557027
3317.43,0.575209
3317.67,0.554806
3317.94,0.487571
3318.54,0.28045
3318.71,0.236954
3318.85,0.214787
3318.97,0.208774
3319.09,0.215734
3319.21,0.237594
3319.32,0.276293
3319.44,0.333707
3319.57,0.422767
3319.72,0.554208
3319.9,0.759756
3320.1,1.06148
3320.76,2.18239
3321.04,2.49693
3321.27,2.591
3321.51,2.49755
3321.73,2.25739
3322.1,1.65629
3322.48,1.01719
3322.68,0.737552
3322.85,0.549647
3323.01,0.417919
3323.15,0.328658
3323.29,0.263662
3323.43,0.215194
3323.57,0.184665
3323.72,0.163301
3323.96,0.142517
3324.56,0.106228
3325.24,0.0542806
3325.47,0.0400677
3325.66,0.0305582
3325.83,0.0241293
3326.01,0.0193733
3326.17,0.0162393
3326.36,0.0138968
3326.55,0.0125223
3326.73,0.0118173
3326.92,0.0115744
3327.2,0.0118664
3327.39,0.0125398
3327.57,0.0138164
3327.71,0.0154114
3327.85,0.0178579
3328.0,0.0215572
3328.11,0.0259846
3328.23,0.0320557
3328.35,0.0402475
3328.47,0.0523654
3328.6,0.0685224
3328.74,0.0917406
3328.88,0.121794
3329.03,0.162829
3329.23,0.228748
3329.48,0.335485
3330.06,0.611596
3330.35,0.710398
3330.64,0.754597
3330.75,0.757427
3331.11,0.746935
3331.37,0.77128
3331.55,0.839032
3331.74,0.972493
3331.93,1.18779
3332.14,1.50132
3332.41,2.04165
3333.71,5.0527
3334.2,6.58971
3334.65,8.07771
3334.95,8.54294
3335.01,8.55394
3335.27,8.23602
3335.55,7.22268
3335.95,5.10531
3336.31,3.17339
3336.52,2.23812
3336.69,1.62445
3336.83,1.20914
3336.97,0.89079
3337.09,0.672648
3337.21,0.502828
3337.32,0.389648
3337.43,0.299631
3337.54,0.228249
3337.65,0.174946
3337.76,0.135688
3337.87,0.107122
3337.98,0.0865549
3338.09,0.0718691
3338.2,0.0614515
3338.35,0.0521483
3338.53,0.0452083
3338.73,0.0411654
3339.04,0.038143
3339.41,0.0372719
3339.76,0.0379603
3340.31,0.0415773
3340.73,0.0465955
3341.08,0.0530146
3341.36,0.0607471
3341.61,0.0714898
3341.79,0.0834858
3341.93,0.0982057
3342.08,0.119721
3342.22,0.147794
3342.34,0.18268
3342.45,0.225692
3342.55,0.281547
3342.66,0.354643
3342.78,0.460274
3342.89,0.599014
3343.02,0.797326
3343.15,1.05542
3343.29,1.42631
3343.44,1.90053
3343.59,2.55686
3343.78,3.55621
3344.02,5.08045
3344.45,8.5209
3344.86,11.6282
3345.12,12.937
3345.38,13.4124
3345.65,12.9094
3345.92,11.4541
3346.34,8.18934
3346.72,5.14862
3346.96,3.57465
3347.13,2.65217
3347.3,1.94606
3347.45,1.42795
3347.6,1.06028
3347.73,0.796763
3347.85,0.616886
3347.97,0.478562
3348.08,0.382685
3348.21,0.297821
3348.33,0.235328
3348.46,0.189506
3348.58,0.155913
3348.72,0.129658
3348.87,0.108717
3349.05,0.0911482
3349.23,0.0788363
3349.47,0.0674128
3349.74,0.0587377
3350.03,0.0537847
3350.15,0.0532112
3350.32,0.054598
3350.46,0.0587656
3350.58,0.0653484
3350.7,0.0759334
3350.82,0.0919998
3350.92,0.110058
3351.03,0.137482
3351.14,0.174332
3351.25,0.226216
3351.37,0.295466
3351.48,0.384617
3351.62,0.515014
3351.77,0.703136
3351.93,0.968397
3352.13,1.36543
3352.44,2.10674
3352.85,3.14772
3353.11,3.60192
3353.36,3.79473
3353.39,3.79737
3353.62,3.67102
3353.85,3.31865
3354.2,2.48391
3354.6,1.48204
3354.81,1.04668
3354.97,0.762906
3355.12,0.566469
3355.25,0.434827
3355.37,0.334271
3355.48,0.271934
3355.58,0.230469
3355.67,0.20222
3355.77,0.186036
3355.86,0.18095
3355.96,0.186184
3356.08,0.206329
3356.2,0.240749
3356.34,0.297952
3356.5,0.3876
3356.74,0.552693
3357.34,1.02771
3357.61,1.17034
3357.85,1.21523
3358.1,1.16919
3358.36,1.02522
3358.83,0.657358
3359.13,0.4277
3359.33,0.30048
3359.49,0.219322
3359.64,0.160533
3359.77,0.118883
3359.89,0.0897855
3360.01,0.0674209
3360.12,0.0522421
3360.23,0.040686
3360.34,0.0320581
3360.45,0.0257653
3360.55,0.0213166
3360.66,0.0183311
3360.77,0.0165336
3360.88,0.0157543
3360.93,0.0157223
3361.03,0.0162896
3361.13,0.0177371
3361.23,0.0202233
3361.33,0.024
3361.42,0.0294246
3361.52,0.0369702
3361.62,0.0472421
3361.72,0.0609833
3361.82,0.0790886
3361.92,0.102594
3362.03,0.136968
3362.14,0.181512
3362.26,0.245313
3362.39,0.326746
3362.52,0.442212
3362.68,0.600722
3362.86,0.836501
3363.1,1.21126
3363.64,2.15658
3363.91,2.48634
3364.16,2.6069
3364.18,2.6075
3364.43,2.51008
3364.66,2.24833
3365.05,1.61461
3365.39,1.02931
3365.59,0.745675
3365.76,0.555078
3365.91,0.422399
3366.06,0.320703
3366.2,0.252153
3366.32,0.205268
3366.46,0.165672
3366.6,0.137943
3366.78,0.113175
3366.99,0.0933744
3367.35,0.068459
3367.79,0.0430236
3368.05,0.0306652
3368.24,0.0230399
3368.43,0.0174323
3368.59,0.0138036
3368.75,0.0110946
3368.91,0.00914337
3369.1,0.00762916
3369.28,0.00666529
3369.46,0.00607127
3369.74,0.00559275
3370.19,0.00529208
3371.29,0.00517877
3372.32,0.00538387
3372.63,0.00565166
3372.84,0.00604165
3373.04,0.00679524
3373.2,0.00778034
3373.33,0.00903189
3373.46,0.0108395
3373.58,0.0133996
3373.71,0.0169487
3373.84,0.0217598
3373.97,0.0281282
3374.11,0.037291
3374.27,0.0502689
3374.44,0.0682038
3374.64,0.0951645
3374.93,0.143452
3375.38,0.21932
3375.65,0.250891
3375.9,0.262147
3375.91,0.26216
3376.14,0.253642
3376.41,0.224447
3376.83,0.154544
3377.16,0.0992468
3377.36,0.0728281
3377.52,0.055176
3377.68,0.0418334
3377.81,0.0329638
3377.94,0.0261658
3378.08,0.0211123
3378.21,0.0174753
3378.34,0.0149484
3378.48,0.0132652
3378.65,0.0119578
3378.83,0.0113642
3379.01,0.0112121
3379.28,0.0114516
3379.81,0.0127064
3380.54,0.015364
3381.13,0.0184579
3381.62,0.0220709
3381.98,0.025879
3382.28,0.0303763
3382.5,0.0356372
3382.68,0.042553
3382.83,0.0510448
3382.96,0.0619428
3383.07,0.0750731
3383.18,0.0938647
3383.29,0.118169
3383.4,0.150959
3383.51,0.194782
3383.62,0.252714
3383.72,0.328349
3383.84,0.438141
3383.96,0.577874
3384.08,0.765129
3384.23,1.03937
3384.37,1.38719
3384.53,1.8895
3384.72,2.62989
3384.96,3.78654
3385.39,6.26789
3385.97,9.56428
3386.35,11.1612
3386.72,11.8269
3386.79,11.8397
3387.12,11.3582
3387.45,9.97622
3387.85,7.43868
3388.31,4.3435
3388.54,3.0387
3388.73,2.16413
3388.89,1.59459
3389.03,1.19283
3389.16,0.904849
3389.29,0.686729
3389.41,0.523432
3389.53,0.398304
3389.65,0.303821
3389.77,0.233406
3389.89,0.181463
3390.0,0.146966
3390.13,0.11659
3390.26,0.0949835
3390.41,0.0774995
3390.58,0.064898
3390.76,0.0561403
3390.91,0.0517566
3391.07,0.0497694
3391.12,0.0496176
3391.28,0.05074
3391.48,0.0559954
3391.66,0.0652223
3391.85,0.0790973
3392.07,0.102003
3392.41,0.146675
3392.82,0.204443
3393.11,0.231989
3393.34,0.239361
3393.58,0.231306
3393.82,0.207766
3394.21,0.152098
3394.57,0.0965394
3394.81,0.0680336
3394.99,0.0500681
3395.15,0.0378769
3395.31,0.0289063
3395.46,0.0225305
3395.61,0.0179237
3395.74,0.0150003
3395.87,0.0129305
3396.04,0.0112562
3396.17,0.0104841
3396.31,0.0101362
3396.37,0.0101157
3396.51,0.0104056
3396.64,0.0112214
3396.77,0.0127356
3396.87,0.0144861
3396.99,0.0174151
3397.11,0.0215898
3397.22,0.0273853
3397.34,0.035189
3397.45,0.0453479
3397.57,0.0584738
3397.7,0.0777857
3397.85,0.105884
3398.01,0.145987
3398.19,0.201472
3398.43,0.294072
3399.01,0.543613
3399.29,0.625777
3399.54,0.653866
3399.55,0.653897
3399.79,0.629242
3400.06,0.552119
3400.51,0.363012
3400.81,0.236149
3401.02,0.166602
3401.18,0.121837
3401.32,0.0904496
3401.45,0.0685273
3401.57,0.0512841
3401.69,0.0390093
3401.8,0.0295571
3401.91,0.0229801
3402.01,0.0179571
3402.12,0.0141757
3402.22,0.0113675
3402.33,0.00930842
3402.43,0.00781605
3402.56,0.00657125
3402.68,0.00574467
3402.81,0.00519946
3402.98,0.00474968
3403.23,0.00440087
