90-Th-232(n,&gamma;) ENDF/B-VII.1
806.517,1.51424
806.642,1.23442
806.792,1.00272
806.967,0.814474
807.155,0.670294
807.379,0.545173
807.642,0.440705
807.942,0.356421
808.167,0.312236
808.335,0.29242
808.419,0.289231
808.56,0.299679
808.672,0.328572
808.757,0.366412
808.859,0.4344
808.981,0.551455
809.137,0.748805
809.4,1.10825
809.547,1.23249
809.639,1.25617
809.772,1.20632
809.896,1.0819
810.131,0.731443
810.299,0.487772
810.41,0.360483
810.501,0.277958
810.593,0.215769
810.676,0.174816
810.768,0.142662
810.86,0.12104
810.97,0.104563
811.08,0.0945128
811.227,0.0864595
811.502,0.0779768
811.799,0.0732821
811.845,0.0731689
812.015,0.0757824
812.125,0.0816274
812.235,0.0927229
812.345,0.110963
812.448,0.136146
812.571,0.176163
812.937,0.326108
813.074,0.362024
813.175,0.370585
813.309,0.355603
813.456,0.309034
813.783,0.167468
813.901,0.126834
814.001,0.101686
814.09,0.086839
814.157,0.0802078
814.245,0.0770055
814.313,0.0785545
814.413,0.0866377
814.514,0.100636
814.685,0.133468
814.881,0.172244
815.022,0.190262
815.117,0.194015
815.237,0.18797
815.366,0.169501
815.745,0.0882001
815.87,0.0667388
815.98,0.052716
816.072,0.0442631
816.182,0.0373099
816.31,0.0324026
816.42,0.0299699
816.64,0.027563
817.25,0.0250891
818.166,0.0230233
818.776,0.0224595
819.255,0.0227783
819.604,0.0239075
819.822,0.0256418
819.953,0.0278503
820.062,0.0314352
820.127,0.03508
820.192,0.0406222
820.258,0.0490657
820.312,0.0593495
820.367,0.0737901
820.421,0.0938707
820.47,0.118307
820.519,0.150644
820.569,0.193577
820.626,0.257008
820.682,0.340206
820.738,0.447391
820.801,0.59992
820.869,0.814966
820.946,1.1202
821.03,1.54237
821.138,2.20799
821.457,4.51448
821.591,5.20459
821.714,5.45805
821.726,5.46012
821.841,5.2719
821.964,4.70351
822.151,3.39149
822.333,2.08006
822.439,1.44654
822.526,1.02991
822.602,0.746373
822.663,0.566318
822.724,0.423952
822.78,0.321952
822.836,0.242832
822.891,0.183611
822.942,0.141136
822.989,0.111547
823.036,0.088811
823.083,0.071502
823.13,0.05843
823.186,0.0469815
823.242,0.038923
823.308,0.0325006
823.383,0.027746
823.477,0.0241197
823.589,0.021587
823.757,0.0194131
824.037,0.0173421
824.373,0.0157997
825.044,0.0139781
825.792,0.0128843
826.841,0.0121657
827.365,0.0121233
827.819,0.0124443
828.047,0.0130696
828.16,0.0138503
828.274,0.0154529
828.35,0.0173915
828.425,0.0205163
828.492,0.0247222
828.548,0.0298795
828.604,0.0368612
828.66,0.0461338
828.715,0.0583851
828.778,0.0765887
828.84,0.100493
828.909,0.135041
828.985,0.184297
829.066,0.250796
829.166,0.353971
829.303,0.526887
829.549,0.853831
829.685,0.975907
829.808,1.01488
829.931,0.975647
830.067,0.853395
830.424,0.38435
830.531,0.268112
830.615,0.196473
830.688,0.145998
830.753,0.111209
830.818,0.0841022
830.873,0.0660924
830.928,0.0521107
830.984,0.0414401
831.039,0.0334282
831.095,0.0275051
831.159,0.0225972
831.224,0.0192643
831.298,0.0167852
831.373,0.0152174
831.489,0.0139148
831.643,0.0131756
831.951,0.0127696
832.748,0.0130411
833.546,0.0141041
834.144,0.0155324
834.742,0.0179332
835.141,0.0206108
835.416,0.0237254
835.553,0.0264155
835.663,0.0300314
835.746,0.0344961
835.815,0.0402521
835.87,0.0469325
835.931,0.0577004
835.986,0.0713552
836.041,0.0903364
836.09,0.112749
836.138,0.142175
836.186,0.180443
836.241,0.237753
836.296,0.313069
836.351,0.410492
836.412,0.552025
836.475,0.736221
836.548,1.0099
836.628,1.39386
836.722,1.96546
836.849,2.90895
837.133,5.27569
837.262,6.04305
837.391,6.36133
837.406,6.36509
837.526,6.13965
837.637,5.57252
837.825,4.12859
838.026,2.48784
838.139,1.73181
838.229,1.25413
838.309,0.917523
838.381,0.679012
838.443,0.520956
838.501,0.402072
838.56,0.309697
838.619,0.239108
838.678,0.186025
838.732,0.14937
838.787,0.121625
838.851,0.0984245
838.906,0.0844396
838.979,0.0718714
839.041,0.0651397
839.133,0.0592946
839.225,0.0566534
839.348,0.0559259
839.594,0.0590773
839.901,0.0676411
840.209,0.0812665
840.457,0.097325
840.685,0.118569
840.876,0.144252
841.003,0.168716
841.114,0.199236
841.196,0.231696
841.274,0.275255
841.34,0.328444
841.407,0.404049
841.463,0.491933
841.523,0.623716
841.58,0.796652
841.628,0.988495
841.675,1.23628
841.723,1.55414
841.78,2.05156
841.837,2.70696
841.892,3.53117
841.956,4.74726
842.019,6.31085
842.087,8.44156
842.165,11.5063
842.259,16.1526
842.373,23.162
842.672,44.2849
842.81,51.3735
842.937,54.1942
842.957,54.2436
843.08,52.2043
843.195,46.992
843.388,33.9876
843.575,20.8613
843.686,14.4515
843.772,10.4923
843.851,7.62374
843.922,5.59646
843.988,4.15527
844.043,3.21229
844.099,2.47867
844.154,1.91873
844.21,1.5002
844.257,1.23247
844.31,1.01417
844.363,0.862439
844.416,0.762995
844.48,0.696661
844.543,0.673646
844.564,0.673459
844.652,0.702005
844.81,0.821715
844.98,0.956576
845.124,1.01281
845.15,1.01432
845.273,0.981937
845.386,0.898026
845.562,0.697243
845.785,0.420486
845.893,0.309884
845.993,0.228064
846.075,0.175935
846.16,0.135258
846.236,0.108122
846.32,0.0863627
846.405,0.0712884
846.49,0.0609884
846.587,0.0530869
846.707,0.0469449
846.856,0.0421492
847.155,0.036291
847.609,0.0305546
848.089,0.0265626
848.474,0.0245645
848.762,0.0239121
848.954,0.0244605
849.09,0.0262776
849.19,0.0293761
849.269,0.0338448
849.339,0.0400563
849.399,0.0478363
849.459,0.0586917
849.519,0.0735626
849.579,0.0935524
849.639,0.119904
849.699,0.153951
849.768,0.205195
849.838,0.27072
849.918,0.365013
850.008,0.496951
850.132,0.72162
850.529,1.54359
850.997,2.30468
851.297,3.03859
851.472,3.40321
851.583,3.48304
851.721,3.34954
851.858,2.96142
852.05,2.14493
852.237,1.31839
852.344,0.926109
852.431,0.669897
852.51,0.485354
852.581,0.35577
852.645,0.264187
852.702,0.201576
852.759,0.152916
852.815,0.115741
852.865,0.0908542
852.914,0.0716942
852.964,0.0571006
853.014,0.0460922
853.068,0.0372158
853.128,0.030202
853.18,0.0259287
853.248,0.021966
853.334,0.0188294
853.42,0.0168897
853.558,0.0150551
853.799,0.0133362
854.143,0.0119312
854.758,0.0104905
855.373,0.00967554
856.193,0.00910263
857.423,0.00880336
858.787,0.00917672
859.696,0.00987335
860.604,0.0111008
861.421,0.0129116
862.024,0.0149293
862.628,0.017978
863.11,0.0216411
863.533,0.0263081
863.895,0.0321039
864.187,0.0388
864.459,0.0476471
864.682,0.0581219
864.86,0.0703029
864.984,0.0828928
865.091,0.0991399
865.178,0.119373
865.244,0.142326
865.311,0.175503
865.367,0.214717
865.422,0.268981
865.478,0.344086
865.527,0.433412
865.58,0.563711
865.633,0.738591
865.687,0.970903
865.74,1.27592
865.793,1.662
865.847,2.17677
865.909,2.93414
865.972,3.90529
866.034,5.12366
866.112,7.03694
866.201,9.79273
866.31,13.9754
866.651,29.489
866.788,33.8859
866.917,35.4945
866.926,35.5008
867.052,34.1615
867.19,29.9776
867.544,14.6357
867.659,10.589
867.749,8.07956
867.838,6.16256
867.914,4.91555
868.001,3.8431
868.092,3.01931
868.195,2.35146
868.307,1.80786
868.435,1.33167
868.553,0.984327
868.657,0.747287
868.735,0.612902
868.812,0.517192
868.873,0.47068
868.941,0.449969
868.947,0.449782
869.009,0.463871
869.077,0.514039
869.145,0.601936
869.22,0.743222
869.308,0.969829
869.411,1.30911
869.76,2.6928
869.896,3.05922
870.019,3.1743
870.144,3.05316
870.268,2.72211
870.46,1.96308
870.646,1.20805
870.758,0.836207
870.844,0.605266
870.919,0.448143
870.987,0.334599
871.049,0.253674
871.111,0.190884
871.166,0.147332
871.221,0.114249
871.279,0.0878647
871.338,0.0683902
871.396,0.0542025
871.454,0.0439764
871.512,0.0366629
871.582,0.0306054
871.651,0.0265597
871.744,0.0231097
871.86,0.0205356
872.017,0.0184777
872.336,0.016011
872.72,0.0141006
873.358,0.012054
873.997,0.0107698
875.008,0.00957169
876.189,0.00900175
876.526,0.0089761
877.222,0.0091868
877.485,0.00955942
877.661,0.0103287
877.771,0.0114385
877.859,0.0130433
877.936,0.0153107
878.001,0.0182006
878.067,0.022298
878.126,0.0273017
878.191,0.0346826
878.256,0.0444814
878.328,0.058643
878.406,0.0788429
878.49,0.107033
878.592,0.150468
878.73,0.223035
878.993,0.374547
879.14,0.434074
879.27,0.453526
879.274,0.453545
879.391,0.438671
879.531,0.386757
879.755,0.260611
879.919,0.169098
880.026,0.120459
880.112,0.0894291
880.187,0.0677779
880.263,0.0510564
880.332,0.0395527
880.401,0.030971
880.469,0.0247362
880.538,0.0203222
880.607,0.017276
880.689,0.0149092
880.757,0.0136918
880.878,0.0125214
881.04,0.0119886
881.161,0.0119204
881.685,0.0124714
882.492,0.0142853
883.057,0.0164518
883.299,0.0181658
883.437,0.0200733
883.53,0.0223073
883.599,0.0249087
883.679,0.0295599
883.749,0.035629
883.806,0.0427858
883.864,0.0525099
883.921,0.0655573
883.979,0.0828153
884.042,0.107863
884.106,0.140678
884.175,0.187089
884.244,0.246341
884.325,0.333607
884.421,0.464291
884.544,0.670821
884.839,1.22724
884.983,1.41905
885.113,1.48383
885.118,1.48396
885.236,1.43558
885.376,1.26529
885.602,0.849886
885.757,0.566912
885.865,0.405158
885.957,0.295178
886.034,0.223673
886.103,0.173613
886.173,0.134775
886.239,0.107565
886.306,0.0877041
886.372,0.0736442
886.447,0.0629506
886.504,0.0577333
886.58,0.0534543
886.693,0.0508334
886.731,0.0506293
886.911,0.0522113
887.211,0.0594456
887.57,0.0727675
887.882,0.0894989
888.151,0.109933
888.397,0.136508
888.581,0.164685
888.734,0.197788
888.865,0.238899
888.957,0.28123
889.038,0.33395
889.118,0.410437
889.183,0.499162
889.251,0.627798
889.308,0.780531
889.366,0.987029
889.423,1.26504
889.479,1.62248
889.533,2.07309
889.594,2.74788
889.656,3.63445
889.717,4.78002
889.784,6.38771
889.858,8.65607
889.942,11.9325
890.037,16.6997
890.162,24.4157
890.485,47.2207
890.629,54.2589
890.761,56.5328
890.884,54.5441
891.007,49.0105
891.197,36.1195
891.394,22.1073
891.509,15.3472
891.598,11.1862
891.678,8.17215
891.747,6.13992
891.817,4.55477
891.877,3.48106
891.937,2.65109
891.999,2.01208
892.056,1.56291
892.114,1.22822
892.172,0.982845
892.229,0.806131
892.287,0.681572
892.356,0.582689
892.416,0.530197
892.505,0.490564
892.575,0.48196
892.722,0.501295
893.079,0.624612
893.36,0.707657
893.483,0.720432
893.661,0.696032
893.817,0.626779
894.016,0.48823
894.277,0.286744
894.4,0.209298
894.503,0.157477
894.595,0.121911
894.686,0.0952323
894.778,0.0759584
894.858,0.0638814
894.95,0.0541615
895.065,0.0462396
895.179,0.0412448
895.363,0.0363835
895.681,0.0313882
896.222,0.0257538
896.853,0.0211925
897.577,0.0175599
898.211,0.0154385
898.464,0.0150785
898.655,0.0156471
898.75,0.0166527
898.845,0.0185999
898.924,0.0213474
898.996,0.025126
899.069,0.0306746
899.143,0.0384444
899.216,0.0489853
899.289,0.0628386
899.375,0.0837941
899.476,0.115632
899.598,0.164084
899.919,0.309882
900.062,0.354758
900.193,0.369327
900.316,0.356394
900.463,0.311395
900.839,0.141693
900.945,0.102064
901.038,0.0747365
901.12,0.0557462
901.196,0.042399
901.265,0.0331689
901.334,0.0262371
901.402,0.0211556
901.466,0.0177204
901.542,0.0148908
901.618,0.0130147
901.719,0.011494
901.819,0.0106576
901.971,0.0100668
902.172,0.00985596
902.32,0.010013
902.451,0.010536
902.552,0.0114033
902.653,0.0129727
902.737,0.0151057
902.821,0.0183122
902.905,0.022953
902.985,0.0290749
903.074,0.0382319
903.651,0.148644
903.785,0.169396
903.919,0.177979
903.934,0.178074
904.064,0.171408
904.201,0.151802
904.579,0.0733948
904.689,0.0550275
904.787,0.0423498
904.872,0.0340604
904.958,0.0281416
905.031,0.0247053
905.095,0.0227708
905.174,0.0215717
905.213,0.0214298
905.292,0.0220656
905.371,0.0240957
905.43,0.0268059
905.499,0.031775
905.558,0.0382248
905.617,0.0475598
905.666,0.0583588
905.72,0.074436
905.772,0.0951665
905.823,0.122766
905.874,0.159133
905.926,0.206512
905.983,0.275246
906.04,0.364835
906.101,0.487141
906.166,0.657534
906.231,0.874286
906.305,1.18113
906.393,1.64561
906.495,2.3227
906.639,3.4753
906.913,5.80652
907.06,6.67356
907.201,7.01472
907.221,7.01922
907.357,6.77095
907.506,6.03967
907.965,2.8421
908.118,1.96249
908.242,1.39058
908.341,1.02349
908.428,0.764359
908.51,0.569501
908.587,0.423788
908.655,0.321346
908.723,0.240782
908.786,0.182993
908.849,0.138243
908.912,0.104153
908.968,0.0810723
909.024,0.0634172
909.08,0.0500608
909.135,0.0400552
909.195,0.032167
909.258,0.0262641
909.32,0.022069
909.395,0.0185936
909.47,0.0162482
909.57,0.0141935
909.72,0.0123296
909.919,0.0108366
910.238,0.00934462
910.686,0.00805069
911.133,0.00731779
911.312,0.00722282
911.512,0.007425
911.676,0.00810254
911.786,0.00903784
911.881,0.010352
911.972,0.0122931
912.048,0.0146233
912.132,0.0182206
912.212,0.0230068
912.292,0.029524
912.376,0.0387049
912.459,0.0505723
912.547,0.0670372
912.652,0.0918317
912.792,0.133278
913.083,0.230508
913.214,0.26268
913.35,0.277405
913.37,0.277669
913.499,0.267291
913.646,0.233213
914.022,0.105705
914.129,0.0757981
914.222,0.0551004
914.304,0.0406661
914.38,0.0304861
914.449,0.023424
914.518,0.0181047
914.586,0.014195
914.645,0.0117529
914.719,0.00953176
914.794,0.00804575
914.868,0.00707245
914.957,0.00635131
915.076,0.00583868
915.255,0.00552385
915.552,0.00538914
916.12,0.00545246
916.688,0.0057898
917.114,0.00638699
917.327,0.00699258
917.469,0.00776348
917.575,0.0088286
917.646,0.00999372
917.717,0.0117743
917.779,0.0141021
917.839,0.0173363
917.893,0.0214205
917.947,0.0270014
918.001,0.0345556
918.055,0.0446689
918.108,0.0580454
918.162,0.0755078
918.216,0.0979924
918.278,0.131161
918.342,0.175671
918.41,0.23609
918.486,0.322713
918.57,0.444446
918.674,0.629852
918.822,0.955631
919.056,1.50502
919.203,1.75665
919.333,1.84809
919.351,1.84945
919.479,1.77887
919.616,1.56675
919.835,1.06581
920.007,0.673075
920.115,0.471974
920.2,0.34486
920.276,0.253656
920.344,0.189586
920.409,0.141082
920.471,0.105704
920.525,0.0816061
920.579,0.0628087
920.633,0.0483498
920.687,0.0373743
920.74,0.0291462
920.794,0.0230472
920.848,0.0185716
920.903,0.0152622
920.959,0.0128335
921.024,0.010906
921.104,0.00934451
921.201,0.00822224
921.329,0.00739163
921.522,0.00675001
921.908,0.00614341
922.423,0.00579336
922.938,0.00568227
923.68,0.00578509
924.422,0.00618752
924.979,0.00679525
925.35,0.00750207
925.582,0.00825404
925.722,0.0090322
925.838,0.0101566
925.927,0.0116343
926.007,0.0137679
926.077,0.0166572
926.137,0.0202733
926.197,0.0253823
926.247,0.0311746
926.297,0.0387843
926.347,0.0486911
926.397,0.0614605
926.448,0.0777431
926.508,0.102954
926.568,0.135674
926.628,0.177388
926.698,0.239417
926.768,0.317935
926.848,0.430088
926.942,0.593776
927.065,0.858445
927.454,1.83358
927.624,2.13134
927.769,2.24445
927.816,2.25143
927.993,2.15706
928.192,1.87033
928.491,1.2509
928.716,0.777395
928.849,0.542521
928.96,0.38275
929.046,0.283237
929.121,0.213265
929.197,0.157853
929.262,0.120579
929.327,0.0913931
929.391,0.0689948
929.445,0.0546125
929.499,0.0434134
929.553,0.0348022
929.607,0.0282598
929.672,0.0225225
929.737,0.0185077
929.802,0.0157308
929.866,0.0138259
929.953,0.0121891
930.046,0.0111418
930.195,0.0102627
930.394,0.0097451
930.792,0.00944306
931.084,0.00964447
931.304,0.0103136
931.475,0.0115132
931.621,0.0133182
931.768,0.0160452
931.951,0.02074
932.336,0.0319593
932.578,0.0385638
932.686,0.0437809
932.762,0.0500079
932.835,0.0591954
932.904,0.0723298
932.971,0.0905074
933.04,0.11631
933.109,0.151185
933.177,0.196926
933.253,0.262435
933.338,0.355526
933.441,0.497659
933.589,0.749259
933.823,1.17986
933.964,1.3769
934.098,1.46383
934.13,1.46742
934.258,1.41293
934.394,1.24863
934.613,0.858614
934.785,0.550351
934.893,0.39126
934.979,0.288425
935.059,0.212506
935.132,0.157842
935.2,0.11913
935.261,0.0919805
935.321,0.0718753
935.38,0.0566068
935.439,0.0452121
935.498,0.0368526
935.566,0.0301144
935.633,0.0255717
935.718,0.0220063
935.803,0.0199581
935.935,0.0184496
936.156,0.0179108
936.687,0.0189988
937.395,0.0220208
938.102,0.0266905
938.731,0.0327466
939.121,0.0384355
939.365,0.0443764
939.561,0.0523085
939.732,0.0630039
939.927,0.0803123
940.342,0.12451
940.556,0.138809
940.769,0.14299
940.824,0.143003
940.879,0.142913
941.075,0.145209
941.227,0.15563
941.341,0.172595
941.449,0.199492
941.558,0.239822
941.666,0.296422
941.789,0.382429
941.925,0.507471
942.076,0.683586
942.223,0.899523
942.347,1.14306
942.446,1.42077
942.527,1.74387
942.604,2.18007
942.672,2.7127
942.743,3.47901
942.816,4.53235
942.883,5.82204
942.961,7.78999
943.036,10.2242
943.128,14.032
943.238,19.7749
943.394,29.8662
943.63,45.99
943.781,53.4827
943.913,56.1985
943.931,56.2417
944.058,54.2726
944.181,48.9868
944.383,35.8538
944.591,21.7199
944.7,15.521
944.788,11.4821
944.869,8.48705
944.942,6.37465
945.014,4.72735
945.08,3.57425
945.14,2.77042
945.199,2.14886
945.258,1.67505
945.317,1.31867
945.379,1.04345
945.443,0.840637
945.506,0.696735
945.57,0.59572
945.654,0.507165
945.755,0.445244
945.889,0.400721
946.281,0.316633
946.768,0.17258
946.921,0.136224
947.058,0.111365
947.196,0.093316
947.361,0.0785314
947.556,0.0672078
947.816,0.0574163
948.207,0.0474578
948.626,0.039757
949.185,0.0323567
949.744,0.0271144
950.46,0.0223209
951.266,0.018591
952.072,0.016029
953.108,0.013888
953.619,0.0132373
953.875,0.0131403
954.067,0.0135057
954.195,0.0143509
954.291,0.0156353
954.386,0.0178529
954.478,0.0212922
954.555,0.0255328
954.631,0.0314035
954.707,0.0392795
954.784,0.0495111
954.876,0.0652718
954.983,0.0886535
955.133,0.129447
955.389,0.203987
955.531,0.233711
955.669,0.245495
955.683,0.245598
955.82,0.23572
955.97,0.20528
956.345,0.0978069
956.463,0.0703069
956.564,0.0518472
956.652,0.0395606
956.731,0.0312068
956.81,0.0250197
956.88,0.0210039
956.968,0.0175062
957.056,0.0152535
957.169,0.0135718
957.298,0.0126486
957.504,0.0121793
957.573,0.0121487
958.124,0.0125308
958.675,0.0134203
959.226,0.0149642
959.501,0.0165304
959.677,0.0184947
959.817,0.0212228
959.94,0.0249584
960.062,0.0304034
960.197,0.038676
960.36,0.0519257
960.685,0.0817997
960.85,0.0923084
961.014,0.0961306
961.216,0.0923707
961.417,0.0861349
961.478,0.0857255
961.57,0.0885021
961.64,0.095073
961.699,0.105292
961.759,0.121616
961.818,0.14645
961.868,0.175954
961.923,0.22127
961.978,0.283903
962.033,0.369164
962.088,0.483598
962.143,0.635063
962.199,0.83276
962.259,1.11615
962.323,1.50616
962.391,2.04504
962.459,2.73411
962.535,3.70056
962.625,5.16579
962.731,7.30335
962.89,11.2222
963.131,17.4515
963.273,20.0285
963.407,20.9896
963.418,20.9956
963.542,20.2809
963.675,18.0985
963.872,13.2373
964.077,7.94355
964.189,5.58282
964.279,4.0336
964.355,3.00046
964.423,2.25707
964.491,1.67073
964.551,1.26335
964.604,0.98139
964.661,0.743861
964.717,0.561314
964.765,0.443337
964.812,0.350516
964.859,0.27808
964.908,0.220008
964.961,0.172856
965.014,0.137899
965.073,0.109373
965.133,0.0891067
965.199,0.0733224
965.265,0.0623445
965.342,0.0535094
965.443,0.0457869
965.568,0.039495
965.744,0.0337161
965.996,0.0282723
966.282,0.0241077
966.654,0.0205
967.118,0.0176368
967.582,0.0158364
968.208,0.01447
968.365,0.0143962
968.522,0.0146408
968.678,0.0155677
968.796,0.0171001
968.908,0.0196529
969.001,0.0228836
969.093,0.0273044
969.207,0.0348412
969.344,0.0469424
969.732,0.0892027
969.88,0.10005
970.007,0.103274
970.141,0.0997357
970.293,0.0881862
970.672,0.0472642
970.795,0.0367128
970.9,0.0302264
970.994,0.0264496
971.057,0.025117
971.104,0.0247837
971.183,0.0256246
971.262,0.0284736
971.325,0.0324843
971.396,0.0392304
971.465,0.0485129
971.534,0.0609966
971.603,0.0772063
971.686,0.102243
971.783,0.139852
971.89,0.192311
972.065,0.296519
972.298,0.436823
972.44,0.49409
972.569,0.512178
972.691,0.496127
972.813,0.450714
973.031,0.327911
973.2,0.232681
973.299,0.189372
973.369,0.167884
973.451,0.152846
973.503,0.149901
973.576,0.154553
973.638,0.166871
973.721,0.195224
973.813,0.242418
973.936,0.326243
974.273,0.599588
974.415,0.677182
974.542,0.70143
974.665,0.678898
974.787,0.61574
974.974,0.469089
975.188,0.288439
975.313,0.201454
975.413,0.146671
975.492,0.11232
975.572,0.0856919
975.641,0.06792
975.711,0.054479
975.781,0.0445709
975.858,0.0368101
975.946,0.0310387
976.052,0.0270363
976.122,0.0255247
976.263,0.0241028
976.404,0.0238004
976.827,0.0248904
977.532,0.0283889
978.269,0.0338709
978.876,0.0403742
979.396,0.0482098
979.865,0.0582013
980.249,0.0696147
980.602,0.0843108
980.895,0.10138
981.139,0.121033
981.354,0.144927
981.523,0.171428
981.658,0.201695
981.776,0.240837
981.867,0.28505
981.945,0.340943
982.011,0.406395
982.077,0.496965
982.143,0.623113
982.202,0.778657
982.257,0.972576
982.314,1.23198
982.37,1.57132
982.426,2.01107
982.483,2.57471
982.549,3.42396
982.616,4.55803
982.691,6.18821
982.767,8.26963
982.857,11.4321
982.958,15.8955
983.101,23.6372
983.404,41.6025
983.556,47.7324
983.691,49.6436
983.826,47.7288
983.968,42.1296
984.202,28.4177
984.375,18.3847
984.491,12.8332
984.582,9.39232
984.661,6.99302
984.736,5.19517
984.803,3.93435
984.867,3.00891
984.924,2.37277
984.98,1.87756
985.036,1.49873
985.093,1.21463
985.149,1.00672
985.206,0.858302
985.265,0.755676
985.336,0.686002
985.407,0.66012
985.431,0.659108
985.526,0.683663
985.693,0.795437
985.892,0.949965
986.055,1.02335
986.114,1.02945
986.25,0.996761
986.407,0.88614
986.79,0.49513
986.897,0.410328
986.989,0.357994
987.07,0.329271
987.147,0.318028
987.172,0.317671
987.223,0.322031
987.324,0.350706
987.425,0.404626
987.563,0.512789
987.946,0.886261
988.104,0.981616
988.217,1.00257
988.337,0.979275
988.522,0.870444
988.826,0.639815
988.982,0.563022
989.102,0.539728
989.223,0.552195
989.343,0.605597
989.433,0.679234
989.531,0.803923
989.621,0.979031
989.7,1.20171
989.768,1.4656
989.843,1.86762
989.909,2.34461
989.975,2.97411
990.041,3.79653
990.116,5.03161
990.193,6.69896
990.276,9.03152
990.367,12.3186
990.461,16.6834
990.58,23.474
990.792,38.198
990.978,50.8038
991.125,57.8526
991.263,60.3383
991.269,60.3432
991.402,58.2267
991.541,52.0025
991.766,36.7439
991.962,23.2622
992.084,16.3618
992.179,12.0623
992.263,9.02302
992.346,6.69218
992.421,5.061
992.493,3.87124
992.558,3.02965
992.624,2.38429
992.69,1.89424
992.756,1.52466
992.831,1.21327
992.91,0.978778
993.001,0.790671
993.091,0.659137
993.204,0.544638
993.339,0.450737
993.509,0.370317
993.716,0.302291
993.941,0.249653
994.205,0.205456
994.491,0.170864
994.807,0.143549
995.017,0.130977
995.176,0.126041
995.23,0.125854
995.337,0.129041
995.444,0.139346
995.524,0.154092
995.617,0.182106
995.698,0.218357
995.778,0.26888
995.858,0.3364
995.951,0.439557
996.055,0.586419
996.194,0.831357
996.496,1.42623
996.639,1.62686
996.777,1.70489
996.788,1.70538
996.915,1.64946
997.062,1.45712
997.297,0.996635
997.472,0.652537
997.58,0.477962
997.677,0.351773
997.76,0.266896
997.843,0.201578
997.913,0.160079
997.982,0.128395
998.052,0.104357
998.125,0.086455
998.212,0.071704
998.284,0.0634426
998.371,0.0568193
998.487,0.0515108
998.66,0.0474205
998.95,0.0442506
999.644,0.0404064
1000.46,0.0382264
1001.04,0.0377983
1002.13,0.038976
1003.22,0.0430124
1003.77,0.0468897
1004.07,0.0512541
1004.32,0.0582202
1004.53,0.0684273
1005.05,0.102139
1005.27,0.109021
1005.35,0.1094
1005.61,0.104867
1005.86,0.100159
1006.01,0.103056
1006.13,0.110896
1006.24,0.124479
1006.34,0.145558
1006.47,0.179638
1006.61,0.236054
1007.04,0.439047
1007.21,0.490343
1007.33,0.501705
1007.48,0.485583
1007.7,0.419576
1007.96,0.328926
1008.12,0.292806
1008.28,0.277358
1008.33,0.276727
1008.49,0.286891
1008.64,0.312722
1008.85,0.369104
1009.04,0.444038
1009.2,0.532431
1009.34,0.639865
1009.45,0.761524
1009.56,0.936245
1009.65,1.1526
1009.73,1.41175
1009.81,1.7699
1009.89,2.26617
1009.96,2.83924
1010.03,3.70535
1010.1,4.76844
1010.18,6.31628
1010.26,8.37646
1010.35,11.1802
1010.45,15.2201
1010.56,21.2039
1010.73,31.8635
1011.0,50.3473
1011.15,58.115
1011.3,60.7792
1011.31,60.7858
1011.44,58.5629
1011.6,51.5869
1011.85,34.1044
1012.03,22.3375
1012.15,15.8778
1012.25,11.7734
1012.34,8.72302
1012.42,6.57151
1012.49,5.02182
1012.57,3.88853
1012.64,3.02705
1012.71,2.38124
1012.78,1.9288
1012.86,1.5434
1012.94,1.27278
1013.03,1.06505
1013.12,0.935476
1013.22,0.860554
1013.33,0.831942
1013.44,0.850767
1013.63,0.953953
1013.87,1.11085
1014.04,1.15713
1014.2,1.11274
1014.36,0.991446
1014.79,0.495716
1014.92,0.368599
1015.03,0.288211
1015.14,0.228137
1015.26,0.185245
1015.37,0.154804
1015.5,0.132763
1015.65,0.115435
1015.84,0.102457
1016.22,0.0860688
1016.74,0.0706158
1017.32,0.0579193
1018.03,0.046929
1018.85,0.0379541
1019.68,0.0317069
1020.41,0.0278647
1020.92,0.0264201
1021.13,0.0270093
1021.23,0.028244
1021.34,0.030839
1021.41,0.0342885
1021.49,0.0400961
1021.57,0.0482137
1021.63,0.0583838
1021.7,0.0723285
1021.76,0.0910813
1021.83,0.115798
1021.9,0.152939
1021.98,0.201348
1022.06,0.271349
1022.15,0.37038
1022.26,0.51923
1022.42,0.784573
1022.66,1.18983
1022.8,1.36918
1022.94,1.44809
1022.97,1.45043
1023.1,1.39698
1023.24,1.2423
1023.45,0.888259
1023.65,0.548015
1023.76,0.386932
1023.86,0.278009
1023.95,0.204045
1024.02,0.15226
1024.09,0.116502
1024.16,0.0889274
1024.23,0.068112
1024.29,0.0527052
1024.35,0.0424856
1024.43,0.0339216
1024.5,0.0279777
1024.57,0.0239056
1024.65,0.0208235
1024.75,0.0184694
1024.83,0.0173095
1024.99,0.0159729
1025.31,0.01471
1025.96,0.013387
1026.76,0.0125611
1027.02,0.0128724
1027.15,0.0136516
1027.25,0.014711
1027.34,0.0166712
1027.43,0.0195051
1027.52,0.0238172
1027.6,0.0294044
1027.68,0.0370653
1027.76,0.0472625
1027.85,0.0620859
1027.95,0.0842849
1028.06,0.11463
1028.21,0.167387
1028.51,0.280032
1028.68,0.323339
1028.83,0.338012
1028.84,0.338151
1028.96,0.330717
1029.12,0.297613
1029.34,0.224267
1029.58,0.143297
1029.71,0.108447
1029.81,0.0891424
1029.9,0.0784396
1029.96,0.0755066
1029.99,0.0754135
