91-Pa-233(n,&gamma;) ENDF/B-VII.1
91.0896,1.38746
91.1387,1.64766
91.178,1.94427
91.2124,2.31148
91.2468,2.84201
91.2751,3.46892
91.3034,4.35342
91.3286,5.44565
91.353,6.87752
91.3777,8.82557
91.4025,11.404
91.43,15.1815
91.4591,20.4179
91.4906,27.7024
91.5267,38.2327
91.5818,57.8701
91.6604,86.6656
91.706,98.0494
91.7498,101.962
91.7893,98.7522
91.8318,88.9122
91.9009,64.3602
91.9638,41.2289
92.0032,29.3069
92.0362,21.3648
92.0645,16.0512
92.0904,12.2701
92.116,9.41495
92.1407,7.3228
92.1655,5.75758
92.1903,4.59822
92.2178,3.6634
92.2453,2.99533
92.2768,2.45523
92.3082,2.07344
92.3514,1.70911
92.3986,1.43786
92.4576,1.20338
92.5244,1.01869
92.603,0.866983
92.7013,0.738109
92.8192,0.637962
92.9293,0.578477
93.0944,0.529441
93.2595,0.515354
93.4027,0.527275
93.5818,0.576001
93.725,0.650316
93.8502,0.754018
93.957,0.887271
94.0459,1.04855
94.1282,1.26377
94.195,1.51616
94.2506,1.82125
94.295,2.1804
94.334,2.65198
94.3651,3.21681
94.3923,3.9372
94.4157,4.81065
94.4396,6.06058
94.4596,7.489
94.4796,9.38219
94.4997,11.8748
94.5197,15.1252
94.5419,19.8451
94.5642,25.9912
94.5886,34.7254
94.6126,45.6247
94.6429,62.9824
94.6798,89.7955
94.7345,138.774
94.8039,203.254
94.852,235.397
94.8947,247.022
94.8997,247.159
94.9391,239.109
94.9801,215.435
95.0423,160.699
95.11,98.0119
95.1487,68.4524
95.1767,51.2066
95.2047,37.4876
95.2292,28.1593
95.2514,21.5468
95.2725,16.6597
95.2948,12.7245
95.317,9.78108
95.3393,7.60679
95.3604,6.08275
95.3837,4.85312
95.4071,3.96916
95.4343,3.24003
95.4616,2.72889
95.4972,2.26718
95.5361,1.92196
95.5917,1.58725
95.6473,1.35535
95.7252,1.12703
95.8186,0.94086
95.922,0.801911
96.0498,0.689669
96.2032,0.608801
96.3578,0.566016
96.5148,0.551892
96.7055,0.570074
96.8962,0.632359
97.0438,0.724162
97.1672,0.848502
97.27,1.00827
97.3523,1.19943
97.4196,1.42966
97.4756,1.71433
97.5205,2.05447
97.5598,2.49971
97.5925,3.04763
97.6205,3.71689
97.6486,4.65667
97.6719,5.72578
97.6962,7.20535
97.7202,9.13165
97.7471,12.0
97.774,15.7765
97.8039,21.2319
97.8353,28.5539
97.8757,40.4129
97.9392,63.3213
98.0043,86.8243
98.0507,98.7769
98.0958,103.474
98.0998,103.507
98.1404,100.281
98.1808,91.2695
98.2451,69.2905
98.3183,42.5264
98.3595,30.1749
98.392,22.4048
98.4208,17.0016
98.4469,13.1795
98.4716,10.3961
98.4963,8.27553
98.521,6.68982
98.5456,5.52313
98.5744,4.56102
98.6066,3.85099
98.644,3.35134
98.672,3.1326
98.7094,2.98673
98.7281,2.96444
98.7716,3.03298
98.8152,3.29649
98.8515,3.73644
98.8805,4.3177
98.9059,5.08089
98.9313,6.18924
98.9531,7.52061
98.9747,9.30793
98.9962,11.6871
99.0177,14.8245
99.0392,18.9004
99.0643,25.0988
99.0894,33.1395
99.118,44.9189
99.1515,62.4464
99.1919,88.8652
99.3006,171.966
99.3455,197.583
99.3893,209.225
99.3998,209.687
99.4401,202.869
99.4822,182.778
99.5453,137.068
99.6174,82.0175
99.6533,59.4579
99.6844,43.6305
99.713,32.1122
99.7369,24.5948
99.7608,18.7267
99.7847,14.2467
99.8056,11.2595
99.8289,8.74789
99.8498,7.06925
99.8707,5.80847
99.8958,4.70829
99.9209,3.93324
99.946,3.38476
99.9763,2.92601
100.013,2.56332
100.057,2.29549
100.101,2.14214
100.159,2.06821
100.213,2.14007
100.25,2.30498
100.287,2.62732
100.318,3.08851
100.343,3.64756
100.367,4.44461
100.389,5.43296
100.412,6.7524
100.434,8.4849
100.46,11.1459
100.486,14.6297
100.513,19.2477
100.546,26.5691
100.588,38.2569
100.704,75.8753
100.753,86.9103
100.798,90.8
100.8,90.8063
100.843,87.4397
100.889,77.6462
100.964,53.6638
101.025,34.1795
101.06,24.9144
101.093,18.1676
101.12,13.7238
101.147,10.2865
101.172,7.84996
101.197,6.07941
101.219,4.88837
101.244,3.91415
101.268,3.21949
101.293,2.73055
101.321,2.34904
101.347,2.11843
101.382,1.92733
101.434,1.7963
101.451,1.78096
101.513,1.81507
101.559,1.9354
101.605,2.17368
101.644,2.52475
101.675,2.97536
101.702,3.57506
101.727,4.37925
101.748,5.30333
101.769,6.5348
101.791,8.1612
101.812,10.2848
101.836,13.468
101.86,17.6335
101.887,23.7186
101.917,32.4717
101.95,44.3684
101.989,62.3299
102.106,123.477
102.154,140.567
102.198,146.565
102.2,146.574
102.243,141.392
102.287,126.247
102.359,89.209
102.424,55.8787
102.463,39.4213
102.493,29.1321
102.521,21.6795
102.547,16.331
102.571,12.4577
102.595,9.5113
102.619,7.3125
102.642,5.76716
102.664,4.67964
102.688,3.79514
102.712,3.16167
102.741,2.63361
102.77,2.2768
102.806,1.98584
102.845,1.78625
102.885,1.66509
102.937,1.58821
102.964,1.58206
103.012,1.63634
103.056,1.79307
103.089,2.02126
103.116,2.32513
103.144,2.78017
103.17,3.41964
103.193,4.17416
103.216,5.17514
103.238,6.48022
103.265,8.53304
103.292,11.2107
103.323,15.0642
103.36,21.0394
103.408,30.4897
103.504,51.1843
103.555,58.6626
103.6,61.0059
103.643,58.8149
103.689,52.4082
103.766,36.0791
103.828,23.0489
103.866,16.6317
103.898,12.2714
103.926,9.28997
103.953,7.03709
103.976,5.55228
103.999,4.41046
104.023,3.54759
104.047,2.87508
104.073,2.36796
104.099,2.01185
104.131,1.7141
104.163,1.52471
104.189,1.42395
104.241,1.30444
104.303,1.24274
104.359,1.23034
104.464,1.28019
104.581,1.43465
104.674,1.64742
104.766,1.96726
104.834,2.31669
104.902,2.82551
104.954,3.4078
104.993,4.02644
105.032,4.91555
105.066,6.05287
105.097,7.56373
105.124,9.34999
105.15,11.7903
105.177,15.1105
105.201,19.2094
105.228,25.2255
105.256,33.1292
105.283,43.1057
105.315,58.5626
105.354,81.9534
105.405,119.533
105.494,191.585
105.542,220.504
105.591,233.578
105.6,233.924
105.644,225.966
105.689,202.947
105.76,147.982
105.831,91.6612
105.872,65.2838
105.907,47.3691
105.935,36.3917
105.963,27.5327
105.989,21.0289
106.014,16.4928
106.038,13.033
106.063,10.4204
106.091,8.22211
106.117,6.71384
106.149,5.4365
106.184,4.43286
106.222,3.65972
106.271,2.9961
106.329,2.45372
106.392,2.05096
106.46,1.7396
106.541,1.48757
106.598,1.37156
106.6,1.36807
106.6,29.6221
127.443,27.2245
150.0,24.6299
179.329,22.6212
200.0,21.2056
239.106,19.6525
285.858,17.7956
300.0,17.234
358.659,16.052
428.788,14.6388
500.0,13.2038
597.765,12.1633
700.0,11.0753
836.871,10.2171
1000.0,9.19418
1195.53,8.65337
1429.29,8.00681
1708.76,7.23384
2000.0,6.42831
2391.06,5.9656
2858.58,5.41243
3000.0,5.2451
3586.59,4.84486
4000.0,4.56278
4782.12,4.21004
5000.0,4.11177
5977.65,3.834
7000.0,3.54352
8368.71,3.32217
10000.0,3.05836
11955.3,2.93159
14292.9,2.78004
17087.6,2.59886
20000.0,2.41004
23910.6,2.34241
28585.8,2.26155
34175.2,2.16488
40857.5,2.04932
48846.4,1.91115
50000.0,1.8912
70905.6,1.69808
70905.6,1.69804
100000.0,1.42932
150000.0,1.11002
360000.0,0.555428
500000.0,0.413316
800000.0,0.30159
1200000.0,0.224636
1450000.0,0.191359
2400000.0,0.115645
3050000.0,0.0739572
3400000.0,0.0554936
4000000.0,0.0338072
5000000.0,0.0146704
6000000.0,0.00651038
6400000.0,0.00494815
7000000.0,0.00328586
7400000.0,0.00260251
8000000.0,0.0020466
9000000.0,0.00186493
1.05E7,0.00209148
1.1E7,0.00214844
1.2E7,0.00212384
1.325E7,0.00186525
1.425E7,0.0015735
1.6E7,9.85757E-4
1.7E7,7.39558E-4
1.8125E7,5.64718E-4
1.9E7,4.54421E-4
2.0E7,3.72544E-4
2.125E7,2.98791E-4
2.225E7,2.52866E-4
2.35E7,2.08487E-4
2.5E7,1.66613E-4
2.65E7,1.35095E-4
2.725E7,1.22476E-4
3.0E7,8.59194E-5
3.225E7,6.58878E-5
3.425E7,5.2195E-5
3.6E7,4.23037E-5
3.75E7,3.60027E-5
3.8E7,3.35415E-5
4.075E7,2.50959E-5
4.15E7,2.32048E-5
4.4E7,1.76523E-5
4.625E7,1.43114E-5
4.7E7,1.29514E-5
5.0E7,9.61599E-6
5.3E7,7.53278E-6
5.6E7,5.64987E-6
5.875E7,4.54828E-6
6.0E7,3.97756E-6
